	L1	L2	L3	M1	M2	M3	Q1	Q2	Q3	T1	T2	T3	X1	X2	X3
gene_1778	56.29	45.3	68.01	138.17	361.59	114.43	93.35	75.96	72.61	65.84	68.11	65.33	35.22	32.98	31.76
gene_1779	21.73	29.57	18.62	35.34	98.91	27.29	30.56	25.82	8.21	38.61	41.31	43.09	8.95	13.56	7.85
gene_1780	149.85	114.22	148.43	231.59	498.34	185.45	231.07	203.79	64.71	195.98	235.08	261.78	65.8	65.56	49.44
gene_1781	1.97	4.52	2.2	2.13	0	0	0	1.05	0	2.95	2.24	3.91	0.93	2.9	1.88
gene_1782	62.23	47.98	52.64	60.7	74.11	53.95	217.44	173.7	24.03	61.58	78.63	73.9	26.57	28.4	25.15
gene_1783	21.14	38.36	13.9	22	30	16.97	18.25	12.26	8.39	33.6	40.76	44.46	7.56	8.97	7.49
gene_1784	15.49	15.03	7.82	19.1	30.27	24.47	78.71	87.13	7.09	27.91	28.8	35.85	5.22	5.59	5
gene_1785	13.1	39.94	14.61	63.72	18.59	101.72	81.73	111.63	48.9	58.68	29.69	77.79	12.32	0	0
gene_1786	34.97	32.22	38.98	82.07	30.74	69.46	98.55	98.38	39.93	78.69	68.6	67.13	22.82	15.6	23.07
gene_1787	45.89	45.16	38.6	67.13	147.76	65.72	95.73	95.97	21.17	69.03	78.46	79.96	23.29	23.01	22.92
gene_1788	29.68	21.61	22.88	27.61	15.08	25.06	31.98	30.51	8.82	40.12	36.14	40.33	11.66	11.87	8.7
gene_1789	16.59	15.81	15.16	70.76	110.57	54.2	140.39	108.26	31.4	34.41	35.79	36.86	5.85	3.84	3.72
gene_1790	56.73	65.72	44.81	76.03	32.66	37.03	56.61	48.68	29.64	85.49	86.32	114.96	31.09	33.69	15.71
gene_1791	100.26	75.58	100.38	354.82	658.97	573.81	262.61	286.5	252.59	110.19	115.13	89.48	31.35	26.36	27.87
gene_1792	63.58	101.01	41.6	122.27	249.95	97.67	109.01	88.69	52.64	98.63	100.8	137.52	30.31	37.75	17.02
gene_1793	5.79	11.77	13.98	12.52	12.33	16.05	15.32	11.3	3.6	22.09	26.24	28.26	6.35	3.79	3.67
gene_1794	413.68	313.06	547.56	2093.53	3588.61	1902.24	1515.88	1632.06	995.48	874.76	883.72	826.54	204.29	217.2	188.62
gene_1795	27.49	34.76	11.88	18.74	25.89	19.09	13.26	11.77	11.39	42.95	45.12	49.01	8.94	11.21	5.86
gene_1796	405.75	303.07	602.96	831.26	1845.89	771.19	416.08	383.2	1133.67	451.85	480.85	350.13	600.99	704.72	732.18
gene_1797	32.42	34.56	28.42	192.97	380.68	126.41	428.45	389.24	63.77	50.04	51.22	53.43	11.01	11.2	7.33
gene_1798	210.79	161.63	213.52	336.12	10.71	244.04	569.44	543.19	534.53	394.57	441.19	412.05	112.32	89.57	94.8
gene_1799	25	32.03	14.54	30.75	58.63	21.7	50.35	44.19	10.31	41.65	35.31	41.45	10.73	10.3	5.85
gene_1800	62.78	50.83	61.97	90.31	118.67	79.2	70.55	61.34	62.6	94.9	110.99	104.32	48.32	50.66	34.73
gene_1801	27.55	34.49	15.71	34.02	26.22	37.16	54.34	55.69	15.34	47.99	56.77	62.1	12.37	9.82	9.82
gene_1802	11.08	24.96	3.9	5.15	2.2	6.03	4.96	6	3.44	25.43	20.26	24.61	5.3	5.62	2.22
gene_1803	52.89	45.48	54.04	80.21	113.42	68.71	70.18	66.88	34.05	63.71	69.23	66.99	15.15	16.42	12.26
gene_1804	76.83	81.21	79.09	95.23	12.36	79.54	177.19	183.02	50.18	117.76	111.73	125.3	35.4	30.64	33.35
gene_1805	23.95	31.14	20.98	15.72	23.98	13.29	8.25	7.29	7.58	44.28	42.17	44.69	12.06	7.55	6.91
gene_1806	94.25	72.09	105.58	258.61	460.99	190.7	181.58	150.14	118.9	92.27	102.87	99.57	39.12	40.28	35.7
gene_1807	34.82	35.43	15.23	18.01	24.59	12.2	32.13	26.62	6.22	49.09	56.27	60.41	12.69	11.6	3.48
gene_1808	45.02	37.21	33.56	29.43	49.23	36.44	46.76	45.58	13.68	56.92	60.36	74.39	23.02	21.3	18.03
gene_1809	60.24	58.15	66.37	173.09	548.93	115.83	186.46	136.19	59.92	81.17	78.57	80.99	40.89	45.83	34.44
gene_1810	55.51	48.61	64.09	122.85	174.48	100.71	186.9	194.41	62.64	88.84	91.3	86.91	40.66	39.74	35.34
gene_1811	36.02	51.21	29.58	39.84	84.89	28.97	48.49	52.49	13.36	49.26	58.47	51.02	13.67	16.31	9.21
gene_1812	19.53	42.73	4.47	3.65	5.7	4.68	4.79	4.39	3.35	35.09	36.25	39.87	8.44	8.8	3.41
gene_1813	36.62	34.35	34.61	75	181.93	51.57	102.23	74.21	29.23	56.39	56.91	56.85	19.38	14.02	12.1
gene_1814	19.55	33.83	14.79	29	7.36	26	32.12	27.4	15.72	34.25	35.49	37.42	7.41	7.43	4.93
gene_1815	23.2	28.44	20.8	59.18	59.06	35.94	98.85	99.49	18.44	49.84	52.44	52.28	13.74	10.47	9.1
gene_1816	183.49	127.11	304.73	1524.37	3595.25	1183.44	2394.48	2599.14	528.64	490.38	394.98	430.56	89.59	95	101.55
gene_1817	50.05	65.72	49.87	166.94	319.16	160.49	141.84	148.6	79.63	118.74	122.64	119.57	27.49	26.35	16
gene_1818	26.25	28.4	15.11	31.11	2.4	23.48	17.29	16.23	8.69	38.77	42.22	40.89	9.56	6.64	6.44
gene_1819	44.59	56.45	37.36	43.53	12.92	51.85	56.64	51.59	24.17	64.65	63.61	66.28	18	14.26	17.31
gene_1820	58.84	54.14	60.3	90.93	80.03	103.38	116.29	127.07	35.5	77.04	85.41	96.39	27.09	27.36	28.78
gene_1821	45.91	46.79	42.77	84.49	100.6	57.41	78.48	69.26	26.21	60.71	73.84	74.13	21.64	16.45	20.89
gene_1822	36.03	50.05	19.3	38.77	79.92	41.52	60.32	65.12	18.19	75.13	71.58	84.95	18.63	17.43	8.89
gene_1823	137.21	112.04	152.85	161.28	248.39	139.1	320.8	306.28	66.32	183.93	200.71	196.32	71.69	78.36	66.26
gene_1824	0	18.36	22.38	21.7	96.88	13.36	22.77	17.1	7.49	0	9.1	3.18	3.78	3.94	0
gene_1825	49.97	61.88	16.42	18.32	50.02	23.75	49.58	39.44	10.4	60.38	73.3	72.75	24.75	7.87	9.33
gene_1826	28.56	34.89	17.92	29.88	33.91	35.78	27.66	24.12	15.05	45.13	49.66	48.41	14.7	12.72	10.58
gene_1827	26.16	24.5	23.34	27.88	16.45	36.48	47.9	40.21	13.25	36.46	46.59	46.16	9.14	8.8	6.04
gene_1828	58.36	55.23	55.77	105.14	293.02	92.04	119.33	112.27	53.53	78.63	68.17	82.82	30.99	36.01	21.32
gene_1829	16.56	27.54	11.38	11.57	2.85	10.02	11.76	12.29	5.31	35.3	29.01	33.64	7.39	5.74	3.97
gene_1830	18.29	26.59	8.95	8.01	24.31	9.5	9.92	12.35	6	36.67	33.77	38.56	9.06	8.14	4.75
gene_1831	46.29	43	44.09	53.9	53.09	48.29	77.19	70.2	20.4	70.18	77.59	81.63	21.05	18.24	17.29
gene_1832	142.21	111.75	169.1	295.18	312.61	225.65	264.79	232.3	139.29	182.17	198.19	192.63	72.13	74.68	56.3
gene_1833	0	0	0	0	0	9.86	0	0	0	17.7	20.15	7.04	0	0	0
gene_1834	36.42	38.6	34.06	126.69	252.91	93.8	226.48	210.55	52.36	91.8	92.23	99.32	18.53	18.05	12.76
gene_1835	28.1	24.48	27.46	65.68	22.03	67.39	70.43	59.01	33.21	45.29	58.55	51.92	11.08	13.91	11.96
gene_1836	12.02	18.99	2.94	2.22	1.46	4.23	2.83	1.4	2.74	20.72	18.44	22.87	3.72	3.88	1.54
gene_1837	31.11	0	0	0	0	0	35.29	44.19	38.71	10.32	11.76	16.42	0	0	0
gene_1838	24.47	24.32	14.23	9.77	14.34	10.03	27.75	20.96	6.95	37.59	44	39.58	9.51	7.3	6.07
gene_1839	182.24	154.29	213.74	396.17	529.05	303.04	932.17	869.38	336.78	316.18	339.24	328.01	167.69	169.91	145.09
gene_1840	17.5	24.13	19.07	55.68	35.45	45.14	141.17	159.79	24.77	47.55	42.78	43.12	5.92	10.41	5.61
gene_1841	24910.25	16763.38	38348.53	31133.34	59924.55	31502.87	13751.4	15943.94	13918.05	27905.35	28831.17	25896.36	26635.04	31658.65	32989.04
gene_1842	242.65	161.95	271.92	106.68	134.72	127.59	61.68	65.28	69.21	267.15	289.22	323.22	160.49	165.79	207.03
gene_1843	81.13	59.17	96.76	98.65	228.12	92.04	153.48	146.73	42.83	130.01	127.52	128.1	51.63	50.14	54.46
gene_1844	32.8	81.27	10.2	10.77	3.46	11.31	9.73	5.31	4.65	53.63	54.76	73.67	13.4	15.79	7.6
gene_1845	182.08	147.02	165.94	171.52	375.92	120.17	556.21	530.45	59.63	184.35	203.66	201.89	54.91	53.59	45.98
gene_1846	38.3	44.21	40.6	76.91	99.12	47.48	48.33	50.18	27.32	74.55	72.97	66.58	17.12	15.09	14.09
gene_1847	169.76	174.9	229.38	453.26	894.1	373.07	313.08	337.04	283.23	220.79	181.59	204.78	77.63	77.62	85.31
gene_1848	17.1	23.97	11.86	12.13	21.94	19.49	16.2	14.21	6.58	39.13	33.96	38.57	8.68	8.13	6.31
gene_1849	476.13	350.53	663.22	891.22	1637.27	1028.23	713.83	683.84	799.12	516.37	488.45	464.43	280.84	266.33	261.85
gene_1850	44.87	46.4	49.52	106.88	195.38	82.53	83.88	67.36	50.7	68	62.99	68.01	16.22	17.25	12.43
gene_1851	80.94	85.88	90.24	138.49	138.55	114.6	162.4	178.92	41.37	118.21	138.74	142.01	49.73	29.51	39.43
gene_1852	28.34	34.32	10.44	15.86	11.13	9.26	21.23	14.82	7.08	47.08	48.45	48.87	15.23	15.37	8.65
gene_1853	28.1	34.39	30.27	38.85	61.87	29.9	83.92	77.78	14.09	39.39	43.99	51.01	17.26	10.5	13.45
gene_1854	76.39	68.6	83.7	164.91	301.6	147.06	199.68	192.41	78.65	106.4	115.43	117.3	34.06	33.36	21.49
gene_1855	63.57	65.28	76.28	141.1	276.52	85.58	162.09	116.28	39.85	116.15	125.1	129.07	32.17	32.35	22.37
gene_1856	69.15	69.45	68.93	145.44	293.97	102.05	174.48	153.01	64.9	109.3	111.27	116.18	33.97	32.3	24.43
gene_1857	58.93	55.55	62.64	65.72	109.99	56.66	201.23	183.52	25.22	80.97	80.05	84.63	25.31	25.53	22.85
gene_1858	22.8	28.5	18.8	14.29	7.76	18.21	35.42	29.13	11.49	50.37	41.85	47.1	9	7.15	6.5
gene_1859	18.15	21.14	10.9	10.99	2.26	17.48	18.32	17.21	8	26.8	29.39	29.53	8.81	6.84	7.39
gene_1860	124.11	105.14	128.09	168.26	65.93	180.14	107.79	99.33	94.63	144.35	144.26	156.64	44.35	49.37	36.06
gene_1861	545.61	376.71	648.31	1239.45	1996.23	1168.36	1555.03	1431.9	843.15	901.6	828.86	864.35	539.18	495.14	433.2
gene_1862	23.81	30.59	10.61	8.83	1.93	9.05	10.8	5.07	12.06	39.94	40.08	39.85	14.07	9.34	5.17
gene_1863	35.42	37.99	47.1	20.51	17.6	28.34	82.93	83.79	11.33	51.87	44.15	52.87	16.65	17.85	16.35
gene_1864	133.92	98	163.95	77.26	238.46	89.99	181.94	170.62	28.75	248.57	272.33	272.03	63.15	68.46	61.69
gene_1865	24.87	24.5	15.78	20.19	35.29	18.59	28.2	35.55	10.77	39.79	41.73	46	13.82	12.66	10.31
gene_1866	68.34	55.69	66.29	246.28	602.76	211.56	253.06	244.13	128.72	131.91	136.21	135.85	25.57	27.68	22.57
gene_1867	22.48	24.03	19.9	22.05	20.4	19.54	47.32	55.05	7.57	34.6	36.51	39.09	8.93	10.91	8.37
gene_1868	19.1	16.75	11.65	10.67	10.16	16.62	10.55	7.98	9.3	28.51	25.37	28.87	9.67	10.17	6.34
gene_1869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_1870	9.79	20.43	4.46	8.42	2.68	9.5	29.77	29.15	6.02	22.69	19.54	24.92	4.49	3.71	3.38
gene_1871	47.07	39.5	57.59	60.8	58.88	58.75	64.92	67.07	50.34	97.11	101.66	95.16	30.07	26.21	24.78
gene_1872	33.49	60.39	24.8	39.17	14.19	27.44	109.99	132.56	14.22	75.62	81.85	102.1	11.99	14.21	8.79
gene_1873	130.1	118.69	149.18	304.51	642.65	204.67	389.96	352.4	104.54	146.05	161.95	168.68	80.92	79.97	64.63
gene_1874	258.26	214.25	340.82	272.3	735.08	263.56	125.41	109.52	164.11	289.44	339.69	308.33	104.91	104.51	102.83
gene_1875	37.39	32.77	42.75	65.21	122.58	55.12	43.84	39.52	30.35	47.66	49.84	48.06	14.44	16.53	13.75
gene_1876	21.39	49.75	8.22	11.16	9.94	10.23	7.74	10.8	5.67	57.81	60.81	76.93	7.28	12.48	3.85
gene_1877	25.02	24.16	20.69	27.04	29.29	24.51	50.6	63.28	15.56	47.1	47.73	51.5	9.61	8.58	5.15
gene_1878	12.31	12.51	7.63	106.45	374.67	104.68	32.58	23.3	185.05	68.07	52.7	40.06	7.72	1.34	7.8
gene_1879	62.11	63.64	77.75	193.69	625.35	152.73	132.8	111.69	94.05	100.57	82.79	91.28	34.47	48.41	34.6
gene_1880	14.39	29.71	3.49	7.43	5.92	5.55	5.68	6.44	3.89	30.09	29.53	29.38	7.84	8.38	3.57
gene_1881	36.15	27.74	25.42	24.39	60.26	18.84	63.3	41.34	12.45	39.6	51.97	53.01	11.64	11.18	9.69
gene_1882	66.98	48.72	89.17	378.35	290.44	317.13	201.19	197.58	121.55	442.77	467.19	383.5	53.88	55.5	67.46
gene_1883	295.83	277.73	154.85	391.92	58.88	314.12	620.95	519.68	451.07	147.22	219.75	212.78	111.96	64.55	72.87
gene_1884	38.12	38.74	31.22	14.01	21.72	23.16	16.91	19.19	9.8	56.26	53.78	60.97	16.21	19.83	16.27
gene_1885	16.08	11.77	19.52	60.84	32.31	30.01	51.45	44.19	14.95	43.88	49.78	45.24	0.3	0.05	0.2
gene_1886	113.74	88.89	130.37	274.27	728	202.55	487.47	400.58	133.77	180	162.47	160.8	63.57	60.78	57.25
gene_1887	39.25	40.63	22.42	82.79	95.57	57.7	88.32	74.78	30.08	77.5	101.26	85.65	23.71	23.15	9.41
gene_1888	67.06	67.03	82.03	114.23	179.99	83.93	92.34	96.71	76.94	97.65	109.41	89.86	45.4	38.89	31.5
gene_1889	366.45	295.04	467.58	613.34	1220.23	420.57	600.55	580.87	349.83	282.75	294.7	273.21	130.83	149.01	129.47
gene_1890	16.52	19.52	14.85	43.32	20.18	28.41	60.71	66.96	13.5	36.32	35.84	37.1	4.93	6.53	5.36
gene_1891	35.91	40.3	43.86	103.81	343.82	88.15	83.91	72.86	54.54	58.89	52.88	53.9	19.54	21.78	14.61
gene_1892	57.54	39.61	65.81	83.37	149.25	66.69	60.95	66.79	41.63	74.19	77.08	76.89	22.64	21.2	25.34
gene_1893	48.13	41.4	55.5	66.86	78.59	58.07	75.46	70.54	44.06	66.97	70.78	68.2	20.29	22.33	21.94
gene_1894	180.59	150.49	174.07	226.03	50.21	163.94	135.71	120.92	124.78	170.88	227.11	218.92	132.19	138.91	81.86
gene_1895	6.14	15.81	5.99	3.33	1.09	3.41	4.36	3.28	5.02	7.65	13.06	11.56	2.17	0.75	4.38
gene_1896	20.45	26.36	19.78	21.12	49.93	16	55.92	43.23	9.54	37.7	39.18	45.22	10.46	12.67	5.72
gene_1897	30.97	26.81	19.82	54.56	23.88	51.32	61.59	67.6	25.87	45.48	43.55	47.67	14.03	15.18	17.26
gene_1898	25.57	29.89	3.8	5.53	12.1	5.68	3.87	0	1.59	42.42	85.01	63.44	12.82	10.03	8.1
gene_1899	9.45	13.61	6.42	25.69	68.31	29.97	29.3	23.9	9.78	29.24	27.28	28.05	6.8	6.81	4.35
gene_1900	148.07	115.28	203.08	993.23	1810.04	735.19	1155.7	1092.68	348.22	509.77	517.07	505.81	54.25	61.98	49.01
gene_1901	21.22	26.01	5.83	2.31	5.75	3.55	6.41	4.31	3.88	35.24	38.44	38.67	6.72	8.37	2.84
gene_1902	62.5	71.93	58.36	47.35	62.93	31.01	188.23	168.02	15.62	64.51	57.11	74.99	18.92	17.11	14.56
gene_1903	28.39	49.72	9.43	3.83	20.14	8.48	7.74	4.07	3.57	57.32	43.3	62.45	14.63	16.59	4.41
gene_1904	40.34	35.56	37.61	110.8	229.23	88.37	283	294.17	49.16	79.16	63.12	67.74	20.25	23.92	20.6
gene_1905	24.36	34.1	11.97	12.48	3.46	14.71	107	110.95	8.16	32.5	31.89	40.34	8.06	4.51	4.71
gene_1906	122.73	112.37	141.99	57.99	125.99	79.19	31.73	28.16	41.05	154.99	172.98	181.03	81.84	95.35	102.34
gene_1907	103.09	107.01	95.78	191.61	219.48	132.01	173.01	148.19	89.93	194.78	197.56	211	43.35	64.92	45.01
gene_1908	32.61	42.45	25.92	33.5	21.54	42.44	27.46	22.52	13.7	65.71	70.07	77.07	20.8	22.31	14.58
gene_1909	101.03	86.11	99.83	114.05	47.87	92.2	82.6	83.28	64.34	117.19	126.68	117.67	33.12	38.92	33.19
gene_1910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_1911	171.52	130.2	198.43	335.94	849.26	293.7	408.66	362.09	243.62	408.8	414.46	372.65	102.75	111.15	93.14
gene_1912	46.22	43.4	35.56	71.24	104.33	50.31	146.96	133.36	21.27	84.94	90.64	104.06	18.63	21.5	13.86
gene_1913	18.32	16.97	14.22	12.04	22.69	13.35	22	15.49	4.53	24.85	32.36	30.71	7.26	7.92	7.34
gene_1914	27.84	26.95	23.28	24.98	31.22	20.07	30.64	21.35	10.65	44.9	47.65	46.07	14.4	16.38	10.58
gene_1915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_1916	65.87	66.54	55.24	107.76	79.53	91.38	70.03	64.08	45.87	130.53	139.72	156.91	41.42	38.36	26.16
gene_1917	319.23	260.64	388.66	1356.47	3370.23	1260.86	920.77	817.15	744.62	594.51	584.3	547.68	196.11	208.41	156.07
gene_1918	66.24	106.52	13.8	32.78	4.13	78.85	126.31	129.98	51.62	95.14	85.23	104.1	28.75	5.95	16.37
gene_1919	10.1	12.65	7.64	6.04	8.19	7.41	12.07	10.95	5.05	21.73	16.35	20.28	3.39	4.42	2.91
gene_1920	74.54	69.07	78.44	58.96	126.6	69.57	17.84	19.02	23.79	84.62	84.16	90.37	93.57	99.38	52.36
gene_1921	42.59	50.23	29.47	54.77	91.2	37.67	52.88	42.62	28.09	64.49	78.64	75.28	21.41	26.28	15.7
gene_1922	42.32	57.13	35.61	63.53	199.43	47.7	132.07	98.83	23.74	71.43	73.82	75.32	22.89	25.35	15.64
gene_1923	0.08	0	0	0.08	0	0	0	0	0	0	0	0.13	0	0	0
gene_1924	889.71	697.46	1391.04	121.25	129.77	267.58	105.44	126.83	75.27	1966.74	2040.86	2093.54	252.87	216.94	302.33
gene_1925	22.88	24.21	14.09	26.94	79	27.08	31.37	26.36	13.86	38.24	38.51	40.01	14.13	12.72	6.17
gene_1926	12.31	13.07	14.38	15.69	12.07	15.45	40.07	50.28	6.29	26.7	25.75	29.13	6.34	6.04	6.69
gene_1927	165.96	130.18	195.52	36.32	76.59	50.68	14.72	10.17	39.9	576.82	646.55	472.82	132.84	147.48	86.13
gene_1928	40.28	31.07	25.97	55.08	42.01	46.29	124.38	146.51	19.69	55.06	53.34	58.97	17.34	13.8	8.53
gene_1929	41.09	41.31	32.09	43.45	94.24	38.31	63.72	60.25	17.41	61.25	57.7	63.49	14	13.43	11.13
gene_1930	166.75	130.72	218.6	227.65	725	225.99	282.94	264.28	70.27	255.64	277	264.22	129.97	117.11	150.2
gene_1931	25.84	37.88	17.94	17.16	44.44	16.15	19.37	15.39	11.54	61.66	62.27	67.34	15.85	17.82	14.78
gene_1932	0.72	1.83	0.27	0.26	0	1.06	0.27	0.51	0.67	1.19	1.63	1.71	0.45	0	0.23
gene_1933	69.24	58.8	59.27	117.16	260.01	91.54	87.6	82.06	60.58	84.11	92.71	93.41	24.4	26.32	18.01
gene_1934	229.25	188.66	255.57	1890.36	6741.93	1390.68	5410.77	4917.5	542.62	796.46	696.48	929.11	103.16	102.04	85.55
gene_1935	957.57	606.47	1573.56	1055.03	1881.33	980.01	627.04	713.58	679.74	884.43	874.25	807.51	488.51	516.92	621.82
gene_1936	172.38	130.5	167.43	840.07	1217.53	1116.11	459.97	449.96	320.6	120.38	162.9	134.62	27.47	42.39	37.21
gene_1937	59.02	54.6	62.8	111.92	302.23	85.04	111.08	89.99	48.09	108.52	105.29	108.07	57.48	62.33	46.43
gene_1938	75.86	97.23	30.38	98.39	5.71	134.97	221.24	219.29	94.18	124.5	114.73	155.89	23.58	12.75	21.48
gene_1939	94.83	63.25	85.9	108.91	50.47	78.89	94.11	189.37	99.54	123.88	73.89	107.92	27.87	58.11	22.53
gene_1940	48.69	44.27	28.57	12.26	12.12	12.86	14.81	10.4	5.12	95.7	101.09	103.65	26.05	23.92	18.32
gene_1941	25.09	31.33	13.48	19.4	25.74	15.84	26.19	26.65	7.38	54.61	51.98	62.33	9.67	11.16	5.63
gene_1942	25.9	23.46	26.75	35.61	78.13	27.82	52.74	47.51	19.1	39.14	36.11	37.03	13.77	13.83	13.15
gene_1943	40.92	40.34	47.44	33.32	95.89	35.38	27.48	28.9	19.49	65.4	62.88	61.98	17.1	17.27	11.82
gene_1944	20.96	24.63	17.77	6.38	5.89	12.35	7.93	7.44	7.33	36.29	28.45	34.06	9.65	7.28	8.3
gene_1945	75.77	75.59	77.7	106.38	75.23	98.35	79.48	64.26	54.65	114.06	130.44	124.17	31.16	34.1	27.65
gene_1946	10.77	24.93	8.01	6.04	6.23	7.97	5.88	3.4	2.98	21.44	24.86	23.06	6	5.09	5.69
gene_1947	37.85	51.6	16.23	41.7	0	29.87	61.09	66.67	8.15	43.46	33	40.34	11.64	11.42	11.07
gene_1948	99.78	85.66	120.61	186.76	77.52	187.57	486.06	628.69	129.37	150.01	135.69	157.15	32.6	34.5	41.93
gene_1949	286.57	213.89	363.69	661.1	1566.11	525.57	385.26	330.91	270.5	213	235.08	218.54	106.93	123.7	102.36
gene_1950	55.49	52.18	41.44	118.28	374.91	74.78	538.21	470.41	34.52	70.89	68.96	80.06	12.68	15.43	6.74
gene_1951	72.88	70.39	58.53	100.8	132.88	77.38	267.56	242.05	41.28	81.58	87.38	100.64	28.05	26.99	26.18
gene_1952	101.45	86.79	131.84	224.56	284.55	208.25	254.86	266.89	141.85	152.51	137.45	142.89	94.54	104.07	79.59
gene_1953	17.93	22.56	9.07	7.21	21.61	6.71	4.61	3.11	4.86	34.03	33.43	35.4	8.63	7.87	5.55
gene_1954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_1955	23.67	30.86	23.34	26.8	26.35	26.26	34.48	37.82	15.46	56.91	49.28	54.15	15.82	14.91	14.45
gene_1956	13.83	15.81	7.71	37.37	39.26	15.34	141.17	198.84	0	68.82	23.51	21.9	6.5	13.56	13.15
gene_1957	25.76	27.29	19.4	22.78	15.2	21.89	31.5	22.81	9.99	56.28	69.38	65.16	12.27	11.81	9.22
gene_1958	17.58	23.49	4.59	2.65	4.26	5.92	2.65	2.02	3.21	34.98	31.26	35.22	6.07	6.22	3.17
gene_1959	31.96	65.38	3.75	1.82	45.36	0	11.45	5.37	3.14	50.22	55.28	41.28	17.4	14.84	1.6
gene_1960	229.78	191.45	292.18	359.78	785.23	320.87	417.13	410.68	203.89	284	279.55	293.82	201.78	198.97	194.14
gene_1961	288.28	303.42	111.25	337.12	23.86	589.11	746.83	806.42	474.22	525.41	530.15	522.12	132.51	59.96	128.16
gene_1962	111.24	102.94	107.56	149.29	104.54	115.04	200.07	185.64	92.62	176.53	177.34	208.2	112.72	110.97	113.94
gene_1963	85.67	77.82	118.94	254.22	741.43	193.93	378.9	337.43	89.99	172.68	179.52	180.22	51.17	43.85	45.07
gene_1964	165.96	119.39	286.24	219.35	625.12	189.07	97.52	104.7	118.38	181.33	223.49	182.31	77.75	64.85	72.01
gene_1965	34.67	58.63	20.49	25.19	20.7	22.7	24.28	24.82	11.14	49.21	60.54	66.29	14.25	18.57	13.87
gene_1966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_1967	68.17	79.3	55.27	38.45	28.63	36.39	26.45	21.98	19.58	68.27	74.65	80.78	22.29	23.03	16.22
gene_1968	39.21	54.58	5.7	7.37	36.3	1.89	0	0	0	30.55	50.23	53.99	19.24	15.04	6.48
gene_1969	21.94	27.29	13.44	8.73	15.97	11.6	11.86	8.84	5.2	48.54	49.21	49.85	11.86	12.7	5.4
gene_1970	46.1	86.96	23.13	17.44	62.16	26.84	24.84	39.28	19.35	99.79	111.01	131.38	19.51	27.12	13.15
gene_1971	39.6	59.42	20.32	31.93	72.27	50.9	46.34	55.57	21.41	85.4	96.88	106.5	19.51	17.26	12.85
gene_1972	66.53	72.15	91.05	143.43	345.02	137.92	134.54	140.05	84.99	129.69	136.19	129.49	36.44	36.7	35.02
gene_1973	137.48	110.79	180.34	177.75	381.61	139.23	116.35	99.97	184.13	133.66	131.94	141.46	56.97	61.97	68.52
gene_1974	28.56	40.17	20.85	11.76	2.41	6.03	19.67	15.57	7.93	57.2	68.21	62.46	10.23	11	3.23
gene_1975	20.74	23.72	8.41	32.62	12.05	18.82	20.32	26.11	15.84	61	39.54	49.27	15.96	17.56	5.38
gene_1976	11.6	35.81	4.76	0.66	6.06	2.03	8.3	3.25	4.55	51.01	41.49	50.23	12.05	11.96	4.06
gene_1977	54.52	50.73	49.19	45.11	47.14	45.19	33.98	30.31	21.4	59.76	54.97	66.68	22.16	21.13	17.4
gene_1978	73.89	62.29	76.43	99.41	177.99	90.65	126.24	121.65	65.43	84.35	87.88	93.98	32.14	36.06	26.33
gene_1979	138.41	104.22	177.71	280.15	667.54	248.35	186.13	186.23	178.04	104.15	103.93	94.15	61.76	60.11	60.67
gene_1980	35.85	39.47	24.05	25.11	62.42	26.88	24.85	24.21	15.17	56.82	57.92	60.43	15.45	15.46	9.62
gene_1981	32.13	34.41	21.92	16.7	42.15	22.56	19.84	19.21	13.79	51.01	61.15	59.36	14.92	11.7	7.48
gene_1982	96.67	86.28	93.86	182.87	226.4	140.29	142.08	126.13	73.66	135.91	149.73	133.29	40.91	36.72	28.71
gene_1983	47.34	63.15	49.8	89.28	326.22	60	158.06	150.05	32.77	75.37	78.46	82.31	26.45	26.33	19.36
gene_1984	12.53	12.65	3.93	3.44	4.26	2.15	2	3.39	2.8	21.79	18.61	21.66	5.15	4.67	1.68
gene_1985	98.34	136.45	95.36	231.42	326.06	199.42	134.49	120.84	133.34	212.32	215.35	215.72	53.22	55.49	32.62
gene_1986	19.25	19.89	15.26	12.95	11.53	5.7	6.79	9.11	4.39	35.76	32.96	38.26	7.24	7.13	4.07
gene_1987	29.45	32.51	15.53	30.73	5.15	31.38	62.03	67.52	18.41	41.44	38.64	46.17	9.69	7.54	11.03
gene_1988	697.53	842.25	569.09	589	379.6	431.01	479.4	361.78	217.41	978.48	1377.33	1260.41	160.94	175.78	127.1
gene_1989	134.65	161.03	133.94	132.61	138.72	154.15	542.75	494.19	68.4	183.92	175.38	203.31	67.74	61.64	70.4
gene_1990	155.82	117.58	203.71	12.26	27.56	11.5	19.7	19.14	3.26	177.29	194.9	197.26	73.15	72.13	76.81
gene_1991	44.32	62.46	22.41	18.38	53.03	20.29	32.15	20.31	13.95	106.7	110.97	128.32	43.13	46.49	21.31
gene_1992	16.28	18.15	10.98	7.46	7.37	11.18	10.99	7.93	4.56	31.26	28.74	30.69	6.93	7.76	6.78
