gene	pathway
1540	hsa04625:K08601:[EC:3.4.19.12]
154141	hsa00561:K13517:[EC:2.3.1.51 2.3.1.-]
154141	hsa00564:K13517:[EC:2.3.1.51 2.3.1.-]
154197	hsa03018:K01148:[EC:3.1.13.4]
1543	hsa00140:K07408:[EC:1.14.14.1]
1543	hsa00380:K07408:[EC:1.14.14.1]
1543	hsa00830:K07408:[EC:1.14.14.1]
1543	hsa00980:K07408:[EC:1.14.14.1]
1543	hsa04913:K07408:[EC:1.14.14.1]
1543	hsa05204:K07408:[EC:1.14.14.1]
1544	hsa00140:K07409:[EC:1.14.14.1]
1544	hsa00232:K07409:[EC:1.14.14.1]
1544	hsa00380:K07409:[EC:1.14.14.1]
1544	hsa00591:K07409:[EC:1.14.14.1]
1544	hsa00830:K07409:[EC:1.14.14.1]
1544	hsa00980:K07409:[EC:1.14.14.1]
1544	hsa00982:K07409:[EC:1.14.14.1]
1544	hsa05204:K07409:[EC:1.14.14.1]
1545	hsa00140:K07410:[EC:1.14.14.1]
1545	hsa00380:K07410:[EC:1.14.14.1]
1545	hsa00980:K07410:[EC:1.14.14.1]
1545	hsa04913:K07410:[EC:1.14.14.1]
1545	hsa05204:K07410:[EC:1.14.14.1]
1545	hsa05206:K07410:[EC:1.14.14.1]
154664	hsa02010:K05647:
154796	hsa04390:K16819:
154796	hsa04530:K16819:
154807	hsa00130:K05357:[EC:1.17.4.4]
154810	hsa04530:K06104:
1548	hsa00232:K17683:[EC:1.14.13.-]
1548	hsa00830:K17683:[EC:1.14.13.-]
1548	hsa00980:K17683:[EC:1.14.13.-]
1548	hsa00982:K17683:[EC:1.14.13.-]
1548	hsa00983:K17683:[EC:1.14.13.-]
1548	hsa05204:K17683:[EC:1.14.13.-]
154	hsa04020:K04142:
154	hsa04022:K04142:
154	hsa04024:K04142:
154	hsa04080:K04142:
154	hsa04261:K04142:
154	hsa04923:K04142:
154	hsa04924:K04142:
154	hsa04970:K04142:
155066	hsa00190:K02153:
155066	hsa04145:K02153:
155066	hsa04721:K02153:
155066	hsa04966:K02153:
155066	hsa05110:K02153:
155066	hsa05120:K02153:
155066	hsa05165:K02153:
155066	hsa05323:K02153:
1551	hsa00140:K17691:[EC:1.14.14.1]
1551	hsa00830:K17691:[EC:1.14.14.1]
1551	hsa05204:K17691:[EC:1.14.14.1]
155382	hsa04144:K12185:
1553	hsa00980:K17685:[EC:1.14.14.1]
1553	hsa05204:K17685:[EC:1.14.14.1]
1555	hsa00590:K17709:[EC:1.14.13.-]
1555	hsa00830:K17709:[EC:1.14.13.-]
1555	hsa00980:K17709:[EC:1.14.13.-]
1555	hsa00982:K17709:[EC:1.14.13.-]
1557	hsa00590:K17721:[EC:1.14.14.51 1.14.14.52 1.14.14.53 1.14.14.75 1.14.14.-]
1557	hsa00591:K17721:[EC:1.14.14.51 1.14.14.52 1.14.14.53 1.14.14.75 1.14.14.-]
1557	hsa00982:K17721:[EC:1.14.14.51 1.14.14.52 1.14.14.53 1.14.14.75 1.14.14.-]
1557	hsa04726:K17721:[EC:1.14.14.51 1.14.14.52 1.14.14.53 1.14.14.75 1.14.14.-]
1557	hsa05204:K17721:[EC:1.14.14.51 1.14.14.52 1.14.14.53 1.14.14.75 1.14.14.-]
1558	hsa00590:K17718:[EC:1.14.14.1]
1558	hsa00591:K17718:[EC:1.14.14.1]
1558	hsa00830:K17718:[EC:1.14.14.1]
1558	hsa00982:K17718:[EC:1.14.14.1]
1558	hsa04726:K17718:[EC:1.14.14.1]
1558	hsa05204:K17718:[EC:1.14.14.1]
1559	hsa00590:K17719:[EC:1.14.14.51 1.14.14.52 1.14.14.53 1.14.14.-]
1559	hsa00591:K17719:[EC:1.14.14.51 1.14.14.52 1.14.14.53 1.14.14.-]
1559	hsa00830:K17719:[EC:1.14.14.51 1.14.14.52 1.14.14.53 1.14.14.-]
1559	hsa00980:K17719:[EC:1.14.14.51 1.14.14.52 1.14.14.53 1.14.14.-]
1559	hsa00982:K17719:[EC:1.14.14.51 1.14.14.52 1.14.14.53 1.14.14.-]
1559	hsa04726:K17719:[EC:1.14.14.51 1.14.14.52 1.14.14.53 1.14.14.-]
1559	hsa05204:K17719:[EC:1.14.14.51 1.14.14.52 1.14.14.53 1.14.14.-]
155	hsa04020:K04143:
155	hsa04022:K04143:
155	hsa04080:K04143:
155	hsa04714:K04143:
155	hsa04923:K04143:
155	hsa04924:K04143:
155	hsa04970:K04143:
1562	hsa00830:K17720:[EC:1.14.14.1]
1562	hsa04726:K17720:[EC:1.14.14.1]
1562	hsa05204:K17720:[EC:1.14.14.1]
1564	hsa00980:K17712:[EC:1.14.14.1]
1564	hsa00982:K17712:[EC:1.14.14.1]
1564	hsa01522:K17712:[EC:1.14.14.1]
1564	hsa04726:K17712:[EC:1.14.14.1]
1565	hsa00980:K17712:[EC:1.14.14.1]
1565	hsa00982:K17712:[EC:1.14.14.1]
1565	hsa01522:K17712:[EC:1.14.14.1]
1565	hsa04726:K17712:[EC:1.14.14.1]
156	hsa04062:K00910:[EC:2.7.11.15]
156	hsa04144:K00910:[EC:2.7.11.15]
156	hsa04340:K00910:[EC:2.7.11.15]
156	hsa04724:K00910:[EC:2.7.11.15]
156	hsa04740:K00910:[EC:2.7.11.15]
156	hsa05032:K00910:[EC:2.7.11.15]
1571	hsa00140:K07415:[EC:1.14.13.-]
1571	hsa00590:K07415:[EC:1.14.13.-]
1571	hsa00591:K07415:[EC:1.14.13.-]
1571	hsa00980:K07415:[EC:1.14.13.-]
1571	hsa00982:K07415:[EC:1.14.13.-]
1571	hsa00983:K07415:[EC:1.14.13.-]
1571	hsa04932:K07415:[EC:1.14.13.-]
1571	hsa05204:K07415:[EC:1.14.13.-]
1572	hsa00980:K07416:[EC:1.14.14.1]
1573	hsa00590:K07418:[EC:1.14.14.1 1.14.14.73 1.14.14.74 1.14.14.75]
1573	hsa00591:K07418:[EC:1.14.14.1 1.14.14.73 1.14.14.74 1.14.14.75]
1573	hsa04726:K07418:[EC:1.14.14.1 1.14.14.73 1.14.14.74 1.14.14.75]
1573	hsa04750:K07418:[EC:1.14.14.1 1.14.14.73 1.14.14.74 1.14.14.75]
1573	hsa04913:K07418:[EC:1.14.14.1 1.14.14.73 1.14.14.74 1.14.14.75]
157506	hsa00830:K11151:[EC:1.1.1.-]
1576	hsa00140:K17689:[EC:1.14.13.32 1.14.14.55 1.14.14.56 1.14.14.57 1.14.14.73 1.14.13.-]
1576	hsa00591:K17689:[EC:1.14.13.32 1.14.14.55 1.14.14.56 1.14.14.57 1.14.14.73 1.14.13.-]
1576	hsa00830:K17689:[EC:1.14.13.32 1.14.14.55 1.14.14.56 1.14.14.57 1.14.14.73 1.14.13.-]
1576	hsa00980:K17689:[EC:1.14.13.32 1.14.14.55 1.14.14.56 1.14.14.57 1.14.14.73 1.14.13.-]
1576	hsa00982:K17689:[EC:1.14.13.32 1.14.14.55 1.14.14.56 1.14.14.57 1.14.14.73 1.14.13.-]
1576	hsa00983:K17689:[EC:1.14.13.32 1.14.14.55 1.14.14.56 1.14.14.57 1.14.14.73 1.14.13.-]
1576	hsa04976:K17689:[EC:1.14.13.32 1.14.14.55 1.14.14.56 1.14.14.57 1.14.14.73 1.14.13.-]
1576	hsa05204:K17689:[EC:1.14.13.32 1.14.14.55 1.14.14.56 1.14.14.57 1.14.14.73 1.14.13.-]
1577	hsa00140:K17690:[EC:1.14.14.1]
1577	hsa00830:K17690:[EC:1.14.14.1]
1577	hsa00980:K17690:[EC:1.14.14.1]
1577	hsa00982:K17690:[EC:1.14.14.1]
1577	hsa05204:K17690:[EC:1.14.14.1]
157855	hsa04022:K05274:
157855	hsa04270:K05274:
157855	hsa04911:K05274:
1579	hsa00071:K07425:[EC:1.14.14.80]
1579	hsa00590:K07425:[EC:1.14.14.80]
1579	hsa00830:K07425:[EC:1.14.14.80]
1579	hsa03320:K07425:[EC:1.14.14.80]
1579	hsa04270:K07425:[EC:1.14.14.80]
1579	hsa04750:K07425:[EC:1.14.14.80]
157	hsa04062:K00910:[EC:2.7.11.15]
157	hsa04144:K00910:[EC:2.7.11.15]
157	hsa04340:K00910:[EC:2.7.11.15]
157	hsa04724:K00910:[EC:2.7.11.15]
157	hsa04740:K00910:[EC:2.7.11.15]
157	hsa05032:K00910:[EC:2.7.11.15]
158067	hsa00230:K00939:[EC:2.7.4.3]
158067	hsa00730:K00939:[EC:2.7.4.3]
158131	hsa04740:K04257:
1581	hsa00120:K00489:[EC:1.14.14.23]
1581	hsa00140:K00489:[EC:1.14.14.23]
1581	hsa03320:K00489:[EC:1.14.14.23]
1581	hsa04976:K00489:[EC:1.14.14.23]
1581	hsa04979:K00489:[EC:1.14.14.23]
1582	hsa00120:K07431:[EC:1.14.18.8 1.14.14.139]
1582	hsa03320:K07431:[EC:1.14.18.8 1.14.14.139]
1583	hsa00140:K00498:[EC:1.14.15.6]
1583	hsa04913:K00498:[EC:1.14.15.6]
1583	hsa04925:K00498:[EC:1.14.15.6]
1583	hsa04927:K00498:[EC:1.14.15.6]
1583	hsa04934:K00498:[EC:1.14.15.6]
1584	hsa00140:K00497:[EC:1.14.15.4]
1584	hsa04927:K00497:[EC:1.14.15.4]
1584	hsa04934:K00497:[EC:1.14.15.4]
1585	hsa00140:K07433:[EC:1.14.15.4 1.14.15.5]
1585	hsa04925:K07433:[EC:1.14.15.4 1.14.15.5]
1586	hsa00140:K00512:[EC:1.14.14.19 1.14.14.32]
1586	hsa04913:K00512:[EC:1.14.14.19 1.14.14.32]
1586	hsa04917:K00512:[EC:1.14.14.19 1.14.14.32]
1586	hsa04927:K00512:[EC:1.14.14.19 1.14.14.32]
1586	hsa04934:K00512:[EC:1.14.14.19 1.14.14.32]
158835	hsa00830:K11156:[EC:2.3.1.75 2.3.1.76]
158835	hsa04977:K11156:[EC:2.3.1.75 2.3.1.76]
1588	hsa00140:K07434:[EC:1.14.14.14]
1588	hsa04913:K07434:[EC:1.14.14.14]
158983	hsa05034:K11252:
158983	hsa05203:K11252:
158983	hsa05322:K11252:
1589	hsa00140:K00513:[EC:1.14.14.16]
1589	hsa04925:K00513:[EC:1.14.14.16]
1589	hsa04927:K00513:[EC:1.14.14.16]
1589	hsa04934:K00513:[EC:1.14.14.16]
158	hsa00230:K01756:[EC:4.3.2.2]
158	hsa00250:K01756:[EC:4.3.2.2]
1591	hsa00100:K07436:[EC:1.14.15.16]
1591	hsa04928:K07436:[EC:1.14.15.16]
1591	hsa05206:K07436:[EC:1.14.15.16]
1592	hsa00830:K07437:
1593	hsa00120:K00488:[EC:1.14.15.15]
1593	hsa03320:K00488:[EC:1.14.15.15]
1593	hsa04979:K00488:[EC:1.14.15.15]
1594	hsa00100:K07438:[EC:1.14.15.18]
1594	hsa04928:K07438:[EC:1.14.15.18]
1594	hsa05152:K07438:[EC:1.14.15.18]
1595	hsa00100:K05917:[EC:1.14.14.154]
159	hsa00230:K01939:[EC:6.3.4.4]
159	hsa00250:K01939:[EC:6.3.4.4]
15	hsa00380:K00669:[EC:2.3.1.87]
1601	hsa04144:K12475:
160287	hsa00010:K00016:[EC:1.1.1.27]
160287	hsa00270:K00016:[EC:1.1.1.27]
160287	hsa00620:K00016:[EC:1.1.1.27]
160287	hsa00640:K00016:[EC:1.1.1.27]
160287	hsa04922:K00016:[EC:1.1.1.27]
1603	hsa00510:K12668:
1603	hsa04141:K12668:
160428	hsa00670:K00289:[EC:1.5.1.6]
1604	hsa04610:K04006:
1604	hsa04640:K04006:
1604	hsa05416:K04006:
1605	hsa04512:K06265:
1605	hsa05410:K06265:
1605	hsa05412:K06265:
1605	hsa05414:K06265:
1605	hsa05416:K06265:
1606	hsa00561:K00901:[EC:2.7.1.107]
1606	hsa00564:K00901:[EC:2.7.1.107]
1606	hsa04070:K00901:[EC:2.7.1.107]
1606	hsa04072:K00901:[EC:2.7.1.107]
1606	hsa05231:K00901:[EC:2.7.1.107]
1607	hsa00561:K00901:[EC:2.7.1.107]
1607	hsa00564:K00901:[EC:2.7.1.107]
1607	hsa04070:K00901:[EC:2.7.1.107]
1607	hsa04072:K00901:[EC:2.7.1.107]
1607	hsa05231:K00901:[EC:2.7.1.107]
160851	hsa00561:K00901:[EC:2.7.1.107]
160851	hsa00564:K00901:[EC:2.7.1.107]
160851	hsa04070:K00901:[EC:2.7.1.107]
160851	hsa04072:K00901:[EC:2.7.1.107]
160851	hsa05231:K00901:[EC:2.7.1.107]
1608	hsa00561:K00901:[EC:2.7.1.107]
1608	hsa00564:K00901:[EC:2.7.1.107]
1608	hsa04070:K00901:[EC:2.7.1.107]
1608	hsa04072:K00901:[EC:2.7.1.107]
1608	hsa05231:K00901:[EC:2.7.1.107]
1609	hsa00561:K00901:[EC:2.7.1.107]
1609	hsa00564:K00901:[EC:2.7.1.107]
1609	hsa04070:K00901:[EC:2.7.1.107]
1609	hsa04072:K00901:[EC:2.7.1.107]
1609	hsa05231:K00901:[EC:2.7.1.107]
160	hsa04144:K11824:
160	hsa04721:K11824:
160	hsa04961:K11824:
160	hsa05016:K11824:
1610	hsa00260:K00273:[EC:1.4.3.3]
1610	hsa00330:K00273:[EC:1.4.3.3]
1610	hsa00472:K00273:[EC:1.4.3.3]
1610	hsa04146:K00273:[EC:1.4.3.3]
1612	hsa04140:K08803:[EC:2.7.11.1]
1612	hsa05200:K08803:[EC:2.7.11.1]
1612	hsa05219:K08803:[EC:2.7.11.1]
1613	hsa04140:K08803:[EC:2.7.11.1]
1613	hsa05200:K08803:[EC:2.7.11.1]
1613	hsa05219:K08803:[EC:2.7.11.1]
1615	hsa00970:K22503:[EC:6.1.1.12]
1616	hsa04010:K02308:
1616	hsa04210:K02308:
1616	hsa05014:K02308:
1616	hsa05168:K02308:
161	hsa04144:K11824:
161	hsa04721:K11824:
161	hsa04961:K11824:
161	hsa05016:K11824:
1621	hsa00350:K00503:[EC:1.14.17.1]
1622	hsa03320:K08762:
162417	hsa00220:K11067:[EC:2.3.1.1]
162466	hsa00564:K06124:[EC:3.1.3.75]
162514	hsa04750:K04972:
162605	hsa04915:K07604:
162998	hsa04740:K04257:
1629	hsa00280:K09699:[EC:2.3.1.168]
1629	hsa00640:K09699:[EC:2.3.1.168]
162	hsa04142:K12392:
162	hsa05170:K12392:
1630	hsa04360:K06765:
1630	hsa05200:K06765:
1630	hsa05210:K06765:
1632	hsa00071:K13238:[EC:5.3.3.8]
1633	hsa00230:K00893:[EC:2.7.1.74]
1633	hsa00240:K00893:[EC:2.7.1.74]
1634	hsa04350:K04660:
1634	hsa05205:K04660:
1635	hsa00240:K01493:[EC:3.5.4.12]
163688	hsa04014:K02183:
163688	hsa04015:K02183:
163688	hsa04020:K02183:
163688	hsa04022:K02183:
163688	hsa04024:K02183:
163688	hsa04070:K02183:
163688	hsa04114:K02183:
163688	hsa04218:K02183:
163688	hsa04261:K02183:
163688	hsa04270:K02183:
163688	hsa04371:K02183:
163688	hsa04625:K02183:
163688	hsa04713:K02183:
163688	hsa04720:K02183:
163688	hsa04722:K02183:
163688	hsa04728:K02183:
163688	hsa04740:K02183:
163688	hsa04744:K02183:
163688	hsa04750:K02183:
163688	hsa04910:K02183:
163688	hsa04912:K02183:
163688	hsa04915:K02183:
163688	hsa04916:K02183:
163688	hsa04921:K02183:
163688	hsa04922:K02183:
163688	hsa04924:K02183:
163688	hsa04925:K02183:
163688	hsa04970:K02183:
163688	hsa04971:K02183:
163688	hsa05010:K02183:
163688	hsa05031:K02183:
163688	hsa05034:K02183:
163688	hsa05133:K02183:
163688	hsa05152:K02183:
163688	hsa05163:K02183:
163688	hsa05167:K02183:
163688	hsa05170:K02183:
163688	hsa05200:K02183:
163688	hsa05214:K02183:
163688	hsa05418:K02183:
1636	hsa04614:K01283:[EC:3.4.15.1]
1636	hsa04924:K01283:[EC:3.4.15.1]
1636	hsa05142:K01283:[EC:3.4.15.1]
1636	hsa05410:K01283:[EC:3.4.15.1]
163702	hsa04060:K05140:
163702	hsa04630:K05140:
1638	hsa00350:K01827:[EC:5.3.3.12]
1638	hsa04916:K01827:[EC:5.3.3.12]
1639	hsa04962:K04648:
1639	hsa05016:K04648:
163	hsa04144:K11825:
163	hsa04721:K11825:
163	hsa04961:K11825:
163	hsa05016:K11825:
1642	hsa03420:K10610:
1642	hsa04120:K10610:
1642	hsa05161:K10610:
1642	hsa05170:K10610:
1642	hsa05203:K10610:
1643	hsa03420:K10140:
1643	hsa04115:K10140:
1643	hsa04120:K10140:
1643	hsa05161:K10140:
1643	hsa05200:K10140:
1643	hsa05202:K10140:
1643	hsa05210:K10140:
1643	hsa05212:K10140:
1643	hsa05213:K10140:
1643	hsa05214:K10140:
1643	hsa05216:K10140:
1643	hsa05217:K10140:
1643	hsa05218:K10140:
1643	hsa05220:K10140:
1643	hsa05222:K10140:
1643	hsa05223:K10140:
1643	hsa05224:K10140:
1643	hsa05225:K10140:
1643	hsa05226:K10140:
1644	hsa00350:K01593:[EC:4.1.1.28 4.1.1.105]
1644	hsa00360:K01593:[EC:4.1.1.28 4.1.1.105]
1644	hsa00380:K01593:[EC:4.1.1.28 4.1.1.105]
1644	hsa04726:K01593:[EC:4.1.1.28 4.1.1.105]
1644	hsa04728:K01593:[EC:4.1.1.28 4.1.1.105]
1644	hsa05030:K01593:[EC:4.1.1.28 4.1.1.105]
1644	hsa05031:K01593:[EC:4.1.1.28 4.1.1.105]
1644	hsa05034:K01593:[EC:4.1.1.28 4.1.1.105]
1645	hsa00140:K00212:[EC:1.1.1.149 1.1.1.357 1.3.1.20]
1645	hsa00980:K00212:[EC:1.1.1.149 1.1.1.357 1.3.1.20]
164668	hsa05170:K18750:[EC:3.5.4.-]
1646	hsa00140:K00089:[EC:1.1.1.213 1.1.1.357]
1646	hsa05204:K00089:[EC:1.1.1.213 1.1.1.357]
1647	hsa04010:K04402:
1647	hsa04068:K04402:
1647	hsa04110:K04402:
1647	hsa04115:K04402:
1647	hsa04210:K04402:
1647	hsa04218:K04402:
1647	hsa05200:K04402:
1647	hsa05202:K04402:
1647	hsa05210:K04402:
1647	hsa05212:K04402:
1647	hsa05213:K04402:
1647	hsa05214:K04402:
1647	hsa05216:K04402:
1647	hsa05217:K04402:
1647	hsa05218:K04402:
1647	hsa05220:K04402:
1647	hsa05222:K04402:
1647	hsa05223:K04402:
1647	hsa05224:K04402:
1647	hsa05225:K04402:
1647	hsa05226:K04402:
1649	hsa04010:K04452:
1649	hsa04141:K04452:
1649	hsa04210:K04452:
1649	hsa04932:K04452:
1649	hsa05202:K04452:
164	hsa04142:K12391:
164	hsa05170:K12391:
1650	hsa00510:K12670:
1650	hsa04141:K12670:
1654	hsa04622:K11594:[EC:3.6.4.13]
1654	hsa05161:K11594:[EC:3.6.4.13]
1654	hsa05203:K11594:[EC:3.6.4.13]
1655	hsa03040:K12823:[EC:3.6.4.13]
1655	hsa05202:K12823:[EC:3.6.4.13]
1655	hsa05205:K12823:[EC:3.6.4.13]
1656	hsa03018:K12614:[EC:3.6.4.13]
165829	hsa04080:K04617:
1659	hsa03040:K12818:[EC:3.6.4.13]
166012	hsa00532:K07779:[EC:2.8.2.5]
166336	hsa04310:K04511:
166378	hsa03008:K14575:
1665	hsa03040:K12820:[EC:3.6.4.13]
166824	hsa04390:K09854:
166824	hsa04392:K09854:
1668	hsa05202:K05230:
166929	hsa00600:K04714:[EC:2.7.8.27]
166929	hsa04071:K04714:[EC:2.7.8.27]
167227	hsa03018:K12613:[EC:3.6.1.62]
1673	hsa04657:K21100:
1674	hsa05410:K07610:
1674	hsa05412:K07610:
1674	hsa05414:K07610:
1675	hsa04610:K01334:[EC:3.4.21.46]
1675	hsa05150:K01334:[EC:3.4.21.46]
1676	hsa04210:K02310:
1677	hsa04210:K02311:[EC:3.-.-.-]
168391	hsa00512:K00710:[EC:2.4.1.41]
168620	hsa04950:K08040:
169044	hsa04974:K16630:
169355	hsa00380:K00463:[EC:1.13.11.52]
169355	hsa05143:K00463:[EC:1.13.11.52]
16	hsa00970:K01872:[EC:6.1.1.7]
170506	hsa03018:K14442:[EC:3.6.4.13]
170572	hsa04726:K04819:
170572	hsa04742:K04819:
170712	hsa00190:K02271:
170712	hsa04260:K02271:
170712	hsa04714:K02271:
170712	hsa04932:K02271:
170712	hsa05010:K02271:
170712	hsa05012:K02271:
170712	hsa05016:K02271:
171389	hsa04621:K20863:
171558	hsa04330:K06056:
171558	hsa05202:K06056:
171568	hsa00230:K03022:
171568	hsa00240:K03022:
171568	hsa03020:K03022:
171568	hsa04623:K03022:
171568	hsa05169:K03022:
1716	hsa00230:K00904:[EC:2.7.1.113]
1717	hsa00100:K00213:[EC:1.3.1.21]
1718	hsa00100:K09828:[EC:1.3.1.72 1.3.1.-]
1719	hsa00670:K00287:[EC:1.5.1.3]
1719	hsa00790:K00287:[EC:1.5.1.3]
1719	hsa01523:K00287:[EC:1.5.1.3]
1723	hsa00240:K00254:[EC:1.3.5.2]
1727	hsa00520:K00326:[EC:1.6.2.2]
1728	hsa00130:K00355:[EC:1.6.5.2]
1728	hsa05200:K00355:[EC:1.6.5.2]
1728	hsa05225:K00355:[EC:1.6.5.2]
1728	hsa05418:K00355:[EC:1.6.5.2]
1729	hsa04510:K05740:
1729	hsa04810:K05740:
1729	hsa04933:K05740:
1729	hsa05131:K05740:
1730	hsa04810:K05741:
1731	hsa05100:K13737:
1733	hsa04919:K01562:[EC:1.21.99.4]
1734	hsa04919:K17904:[EC:1.21.99.4]
1735	hsa04919:K07754:[EC:1.21.99.3]
1736	hsa03008:K11131:[EC:5.4.99.-]
1737	hsa00010:K00627:[EC:2.3.1.12]
1737	hsa00020:K00627:[EC:2.3.1.12]
1737	hsa00620:K00627:[EC:2.3.1.12]
1738	hsa00010:K00382:[EC:1.8.1.4]
1738	hsa00020:K00382:[EC:1.8.1.4]
1738	hsa00260:K00382:[EC:1.8.1.4]
1738	hsa00280:K00382:[EC:1.8.1.4]
1738	hsa00620:K00382:[EC:1.8.1.4]
1738	hsa00630:K00382:[EC:1.8.1.4]
1738	hsa00640:K00382:[EC:1.8.1.4]
1739	hsa04390:K12076:
1739	hsa04530:K12076:
1739	hsa04660:K12076:
1739	hsa05165:K12076:
1739	hsa05166:K12076:
1739	hsa05203:K12076:
1740	hsa04390:K12075:
1740	hsa04530:K12075:
1740	hsa05165:K12075:
1741	hsa04390:K21098:
1741	hsa04530:K21098:
1741	hsa05165:K21098:
1742	hsa04390:K11828:
1742	hsa04724:K11828:
1742	hsa05016:K11828:
1742	hsa05030:K11828:
1743	hsa00020:K00658:[EC:2.3.1.61]
1743	hsa00310:K00658:[EC:2.3.1.61]
1749	hsa04550:K18489:
174	hsa04390:K16144:
1755	hsa04970:K13912:
1756	hsa05410:K10366:
1756	hsa05412:K10366:
1756	hsa05414:K10366:
1756	hsa05416:K10366:
1757	hsa00260:K00314:[EC:1.5.8.3]
1759	hsa04072:K01528:[EC:3.6.5.5]
1759	hsa04144:K01528:[EC:3.6.5.5]
1759	hsa04721:K01528:[EC:3.6.5.5]
1759	hsa04961:K01528:[EC:3.6.5.5]
1759	hsa05100:K01528:[EC:3.6.5.5]
175	hsa00511:K01444:[EC:3.5.1.26]
175	hsa04142:K01444:[EC:3.5.1.26]
1763	hsa03030:K10742:[EC:3.6.4.12]
1767	hsa05016:K10408:
1768	hsa05016:K10408:
1769	hsa05016:K10408:
1770	hsa05016:K10408:
1777	hsa04142:K01158:[EC:3.1.22.1]
1778	hsa04145:K10413:
1778	hsa04962:K10413:
1778	hsa05132:K10413:
177	hsa04933:K19722:
1780	hsa04145:K10415:
1780	hsa04962:K10415:
1780	hsa05132:K10415:
1781	hsa04145:K10415:
1781	hsa04962:K10415:
1781	hsa05132:K10415:
1783	hsa04145:K10416:
1783	hsa04962:K10416:
1783	hsa05132:K10416:
1785	hsa04072:K01528:[EC:3.6.5.5]
1785	hsa04144:K01528:[EC:3.6.5.5]
1785	hsa04666:K01528:[EC:3.6.5.5]
1785	hsa04721:K01528:[EC:3.6.5.5]
1785	hsa04961:K01528:[EC:3.6.5.5]
1785	hsa05100:K01528:[EC:3.6.5.5]
1786	hsa00270:K00558:[EC:2.1.1.37]
1786	hsa05206:K00558:[EC:2.1.1.37]
1788	hsa00270:K17398:[EC:2.1.1.37]
1788	hsa05206:K17398:[EC:2.1.1.37]
1789	hsa00270:K17399:[EC:2.1.1.37]
1789	hsa05206:K17399:[EC:2.1.1.37]
178	hsa00500:K01196:[EC:2.4.1.25 3.2.1.33]
1791	hsa03450:K00977:[EC:2.7.7.31]
1791	hsa04640:K00977:[EC:2.7.7.31]
1793	hsa04510:K13708:
1793	hsa04810:K13708:
1793	hsa05100:K13708:
1793	hsa05131:K13708:
1794	hsa04062:K12367:
1794	hsa04666:K12367:
1796	hsa05162:K14752:
1798	hsa00510:K01001:[EC:2.7.8.15]
1803	hsa04974:K01278:[EC:3.4.14.5]
1806	hsa00240:K00207:[EC:1.3.1.2]
1806	hsa00410:K00207:[EC:1.3.1.2]
1806	hsa00770:K00207:[EC:1.3.1.2]
1806	hsa00983:K00207:[EC:1.3.1.2]
1807	hsa00240:K01464:[EC:3.5.2.2]
1807	hsa00410:K01464:[EC:3.5.2.2]
1807	hsa00770:K01464:[EC:3.5.2.2]
1807	hsa00983:K01464:[EC:3.5.2.2]
1808	hsa04360:K07528:
1811	hsa04972:K14078:
1811	hsa04978:K14078:
1812	hsa04020:K04144:
1812	hsa04024:K04144:
1812	hsa04080:K04144:
1812	hsa04540:K04144:
1812	hsa04728:K04144:
1812	hsa05012:K04144:
1812	hsa05030:K04144:
1812	hsa05031:K04144:
1812	hsa05032:K04144:
1812	hsa05034:K04144:
1813	hsa04015:K04145:
1813	hsa04024:K04145:
1813	hsa04080:K04145:
1813	hsa04540:K04145:
1813	hsa04728:K04145:
1813	hsa05012:K04145:
1813	hsa05030:K04145:
1813	hsa05034:K04145:
1814	hsa04080:K04146:
1814	hsa04728:K04146:
1815	hsa04080:K04147:
1815	hsa04728:K04147:
1816	hsa04020:K05840:
1816	hsa04024:K05840:
1816	hsa04080:K05840:
1816	hsa04728:K05840:
181	hsa04920:K05231:
1824	hsa05412:K07601:
1827	hsa04919:K17901:
1827	hsa04921:K17901:
1827	hsa05167:K17901:
1828	hsa05150:K07596:
1829	hsa05412:K07597:
182	hsa01522:K06052:
182	hsa04330:K06052:
182	hsa04371:K06052:
182	hsa04658:K06052:
182	hsa04668:K06052:
182	hsa05165:K06052:
182	hsa05200:K06052:
182	hsa05224:K06052:
1832	hsa05412:K10381:
1839	hsa01522:K08523:
1839	hsa04012:K08523:
1839	hsa04912:K08523:
1839	hsa04915:K08523:
1839	hsa04928:K08523:
1839	hsa05120:K08523:
1839	hsa05205:K08523:
1839	hsa05219:K08523:
183	hsa04270:K09821:
183	hsa04614:K09821:
183	hsa04924:K09821:
183	hsa05410:K09821:
1840	hsa04330:K06058:[EC:2.3.2.27]
1841	hsa00240:K00943:[EC:2.7.4.9]
1843	hsa04010:K21278:[EC:3.1.3.16 3.1.3.48]
1843	hsa04726:K21278:[EC:3.1.3.16 3.1.3.48]
1843	hsa05418:K21278:[EC:3.1.3.16 3.1.3.48]
1844	hsa04010:K04459:[EC:3.1.3.16 3.1.3.48]
1845	hsa04010:K17614:[EC:3.1.3.16 3.1.3.48]
1846	hsa04010:K04459:[EC:3.1.3.16 3.1.3.48]
1847	hsa04010:K04459:[EC:3.1.3.16 3.1.3.48]
1848	hsa04010:K21946:[EC:3.1.3.16 3.1.3.48]
1848	hsa05202:K21946:[EC:3.1.3.16 3.1.3.48]
1848	hsa05221:K21946:[EC:3.1.3.16 3.1.3.48]
1849	hsa04010:K04459:[EC:3.1.3.16 3.1.3.48]
1850	hsa04010:K04459:[EC:3.1.3.16 3.1.3.48]
