gene	pathway
5530	hsa04662:K04348:[EC:3.1.3.16]
5530	hsa04720:K04348:[EC:3.1.3.16]
5530	hsa04724:K04348:[EC:3.1.3.16]
5530	hsa04728:K04348:[EC:3.1.3.16]
5530	hsa04921:K04348:[EC:3.1.3.16]
5530	hsa04922:K04348:[EC:3.1.3.16]
5530	hsa04924:K04348:[EC:3.1.3.16]
5530	hsa05010:K04348:[EC:3.1.3.16]
5530	hsa05014:K04348:[EC:3.1.3.16]
5530	hsa05031:K04348:[EC:3.1.3.16]
5530	hsa05152:K04348:[EC:3.1.3.16]
5530	hsa05163:K04348:[EC:3.1.3.16]
5530	hsa05166:K04348:[EC:3.1.3.16]
5530	hsa05167:K04348:[EC:3.1.3.16]
5530	hsa05170:K04348:[EC:3.1.3.16]
55312	hsa00740:K00861:[EC:2.7.1.26]
5531	hsa04922:K15423:[EC:3.1.3.16]
55326	hsa00561:K19007:[EC:2.3.1.51]
55326	hsa00564:K19007:[EC:2.3.1.51]
55326	hsa04072:K19007:[EC:2.3.1.51]
5532	hsa04010:K04348:[EC:3.1.3.16]
5532	hsa04020:K04348:[EC:3.1.3.16]
5532	hsa04022:K04348:[EC:3.1.3.16]
5532	hsa04114:K04348:[EC:3.1.3.16]
5532	hsa04218:K04348:[EC:3.1.3.16]
5532	hsa04310:K04348:[EC:3.1.3.16]
5532	hsa04360:K04348:[EC:3.1.3.16]
5532	hsa04370:K04348:[EC:3.1.3.16]
5532	hsa04380:K04348:[EC:3.1.3.16]
5532	hsa04625:K04348:[EC:3.1.3.16]
5532	hsa04650:K04348:[EC:3.1.3.16]
5532	hsa04658:K04348:[EC:3.1.3.16]
5532	hsa04659:K04348:[EC:3.1.3.16]
5532	hsa04660:K04348:[EC:3.1.3.16]
5532	hsa04662:K04348:[EC:3.1.3.16]
5532	hsa04720:K04348:[EC:3.1.3.16]
5532	hsa04724:K04348:[EC:3.1.3.16]
5532	hsa04728:K04348:[EC:3.1.3.16]
5532	hsa04921:K04348:[EC:3.1.3.16]
5532	hsa04922:K04348:[EC:3.1.3.16]
5532	hsa04924:K04348:[EC:3.1.3.16]
5532	hsa05010:K04348:[EC:3.1.3.16]
5532	hsa05014:K04348:[EC:3.1.3.16]
5532	hsa05031:K04348:[EC:3.1.3.16]
5532	hsa05152:K04348:[EC:3.1.3.16]
5532	hsa05163:K04348:[EC:3.1.3.16]
5532	hsa05166:K04348:[EC:3.1.3.16]
5532	hsa05167:K04348:[EC:3.1.3.16]
5532	hsa05170:K04348:[EC:3.1.3.16]
55331	hsa00600:K04711:[EC:3.5.1.-]
55339	hsa03015:K15542:
5533	hsa04010:K04348:[EC:3.1.3.16]
5533	hsa04020:K04348:[EC:3.1.3.16]
5533	hsa04022:K04348:[EC:3.1.3.16]
5533	hsa04114:K04348:[EC:3.1.3.16]
5533	hsa04218:K04348:[EC:3.1.3.16]
5533	hsa04310:K04348:[EC:3.1.3.16]
5533	hsa04360:K04348:[EC:3.1.3.16]
5533	hsa04370:K04348:[EC:3.1.3.16]
5533	hsa04380:K04348:[EC:3.1.3.16]
5533	hsa04625:K04348:[EC:3.1.3.16]
5533	hsa04650:K04348:[EC:3.1.3.16]
5533	hsa04658:K04348:[EC:3.1.3.16]
5533	hsa04659:K04348:[EC:3.1.3.16]
5533	hsa04660:K04348:[EC:3.1.3.16]
5533	hsa04662:K04348:[EC:3.1.3.16]
5533	hsa04720:K04348:[EC:3.1.3.16]
5533	hsa04724:K04348:[EC:3.1.3.16]
5533	hsa04728:K04348:[EC:3.1.3.16]
5533	hsa04921:K04348:[EC:3.1.3.16]
5533	hsa04922:K04348:[EC:3.1.3.16]
5533	hsa04924:K04348:[EC:3.1.3.16]
5533	hsa05010:K04348:[EC:3.1.3.16]
5533	hsa05014:K04348:[EC:3.1.3.16]
5533	hsa05031:K04348:[EC:3.1.3.16]
5533	hsa05152:K04348:[EC:3.1.3.16]
5533	hsa05163:K04348:[EC:3.1.3.16]
5533	hsa05166:K04348:[EC:3.1.3.16]
5533	hsa05167:K04348:[EC:3.1.3.16]
5533	hsa05170:K04348:[EC:3.1.3.16]
55341	hsa03008:K14539:[EC:3.6.1.-]
55349	hsa00260:K00108:[EC:1.1.99.1]
5534	hsa04010:K06268:
5534	hsa04020:K06268:
5534	hsa04022:K06268:
5534	hsa04114:K06268:
5534	hsa04218:K06268:
5534	hsa04310:K06268:
5534	hsa04360:K06268:
5534	hsa04370:K06268:
5534	hsa04380:K06268:
5534	hsa04625:K06268:
5534	hsa04650:K06268:
5534	hsa04658:K06268:
5534	hsa04659:K06268:
5534	hsa04660:K06268:
5534	hsa04662:K06268:
5534	hsa04720:K06268:
5534	hsa04724:K06268:
5534	hsa04921:K06268:
5534	hsa04922:K06268:
5534	hsa04924:K06268:
5534	hsa05010:K06268:
5534	hsa05014:K06268:
5534	hsa05031:K06268:
5534	hsa05152:K06268:
5534	hsa05163:K06268:
5534	hsa05166:K06268:
5534	hsa05167:K06268:
5534	hsa05170:K06268:
55350	hsa00770:K08069:[EC:3.5.1.92]
55353	hsa04142:K12387:
5535	hsa04010:K06268:
5535	hsa04020:K06268:
5535	hsa04022:K06268:
5535	hsa04114:K06268:
5535	hsa04218:K06268:
5535	hsa04310:K06268:
5535	hsa04360:K06268:
5535	hsa04370:K06268:
5535	hsa04380:K06268:
5535	hsa04625:K06268:
5535	hsa04650:K06268:
5535	hsa04658:K06268:
5535	hsa04659:K06268:
5535	hsa04660:K06268:
5535	hsa04662:K06268:
5535	hsa04720:K06268:
5535	hsa04724:K06268:
5535	hsa04921:K06268:
5535	hsa04922:K06268:
5535	hsa04924:K06268:
5535	hsa05010:K06268:
5535	hsa05014:K06268:
5535	hsa05031:K06268:
5535	hsa05152:K06268:
5535	hsa05163:K06268:
5535	hsa05166:K06268:
5535	hsa05167:K06268:
5535	hsa05170:K06268:
55361	hsa00562:K13711:[EC:2.7.1.67]
55361	hsa04070:K13711:[EC:2.7.1.67]
55367	hsa04064:K10130:
55367	hsa04115:K10130:
55367	hsa04210:K10130:
5536	hsa04010:K04460:[EC:3.1.3.16]
5538	hsa00062:K01074:[EC:3.1.2.22]
5538	hsa04142:K01074:[EC:3.1.2.22]
5539	hsa04080:K05234:
553	hsa04020:K04227:
553	hsa04072:K04227:
553	hsa04080:K04227:
553	hsa04270:K04227:
5540	hsa04080:K04206:
554213	hsa05206:K17377:
554235	hsa00760:K06989:[EC:1.4.1.21]
55423	hsa04380:K06551:
5542	hsa04970:K13911:
554313	hsa05034:K11254:
554313	hsa05203:K11254:
554313	hsa05322:K11254:
55432	hsa04141:K13719:[EC:3.1.2.-]
55437	hsa04150:K17532:
55437	hsa04152:K17532:
55454	hsa00532:K00746:[EC:2.4.1.174 2.4.1.175]
5546	hsa05202:K13105:
5546	hsa05211:K13105:
55471	hsa04714:K18164:
5547	hsa04614:K01285:[EC:3.4.16.2]
5547	hsa04974:K01285:[EC:3.4.16.2]
554	hsa04072:K04228:
554	hsa04080:K04228:
554	hsa04962:K04228:
55500	hsa00564:K00894:[EC:2.7.1.82]
55501	hsa00532:K04742:[EC:2.8.2.5]
55502	hsa05165:K09087:
55503	hsa04970:K04975:
55503	hsa04978:K04975:
55504	hsa04060:K05155:
55505	hsa03008:K11130:
55506	hsa04217:K11251:
55506	hsa05034:K11251:
55506	hsa05322:K11251:
5550	hsa04614:K01322:[EC:3.4.21.26]
55512	hsa00600:K12352:[EC:3.1.4.12]
55515	hsa04750:K04831:
5551	hsa04210:K07818:
5551	hsa04650:K07818:
5551	hsa04940:K07818:
5551	hsa05320:K07818:
5551	hsa05330:K07818:
5551	hsa05332:K07818:
5551	hsa05416:K07818:
55520	hsa03013:K00784:[EC:3.1.26.11]
55529	hsa04070:K13084:[EC:3.1.3.78]
55534	hsa04330:K06061:
55534	hsa04658:K06061:
55534	hsa05165:K06061:
5553	hsa05310:K10786:
55540	hsa04060:K05165:
55540	hsa04657:K05165:
5554	hsa04970:K13910:
55556	hsa00051:K18334:[EC:4.2.1.68]
55558	hsa04360:K06820:
5555	hsa04970:K13910:
55567	hsa05016:K10408:
55568	hsa00512:K00710:[EC:2.4.1.41]
55577	hsa00520:K00884:[EC:2.7.1.59]
55578	hsa04140:K21245:
5557	hsa00230:K02684:[EC:2.7.7.-]
5557	hsa00240:K02684:[EC:2.7.7.-]
5557	hsa03030:K02684:[EC:2.7.7.-]
55584	hsa04080:K04810:
55585	hsa04120:K10582:[EC:2.3.2.23]
55586	hsa00053:K00469:[EC:1.13.99.1]
55586	hsa00562:K00469:[EC:1.13.99.1]
55589	hsa05202:K08854:[EC:2.7.11.1]
5558	hsa00230:K02685:[EC:2.7.7.-]
5558	hsa00240:K02685:[EC:2.7.7.-]
5558	hsa03030:K02685:[EC:2.7.7.-]
55593	hsa04622:K12655:[EC:3.4.19.12]
55613	hsa00562:K18083:[EC:3.1.3.64 3.1.3.95]
55613	hsa04070:K18083:[EC:3.1.3.64 3.1.3.95]
55615	hsa04150:K20411:
55616	hsa04144:K12488:
55616	hsa04666:K12488:
55624	hsa00515:K09666:[EC:2.4.1.-]
55626	hsa04137:K17985:
55626	hsa04140:K17985:
55627	hsa00600:K12353:[EC:3.1.4.12]
5562	hsa04068:K07198:[EC:2.7.11.11]
5562	hsa04140:K07198:[EC:2.7.11.11]
5562	hsa04150:K07198:[EC:2.7.11.11]
5562	hsa04151:K07198:[EC:2.7.11.11]
5562	hsa04152:K07198:[EC:2.7.11.11]
5562	hsa04211:K07198:[EC:2.7.11.11]
5562	hsa04213:K07198:[EC:2.7.11.11]
5562	hsa04371:K07198:[EC:2.7.11.11]
5562	hsa04530:K07198:[EC:2.7.11.11]
5562	hsa04710:K07198:[EC:2.7.11.11]
5562	hsa04714:K07198:[EC:2.7.11.11]
5562	hsa04910:K07198:[EC:2.7.11.11]
5562	hsa04920:K07198:[EC:2.7.11.11]
5562	hsa04921:K07198:[EC:2.7.11.11]
5562	hsa04922:K07198:[EC:2.7.11.11]
5562	hsa04931:K07198:[EC:2.7.11.11]
5562	hsa04932:K07198:[EC:2.7.11.11]
5562	hsa05410:K07198:[EC:2.7.11.11]
5562	hsa05418:K07198:[EC:2.7.11.11]
55630	hsa04978:K14710:
5563	hsa04068:K07198:[EC:2.7.11.11]
5563	hsa04140:K07198:[EC:2.7.11.11]
5563	hsa04150:K07198:[EC:2.7.11.11]
5563	hsa04151:K07198:[EC:2.7.11.11]
5563	hsa04152:K07198:[EC:2.7.11.11]
5563	hsa04211:K07198:[EC:2.7.11.11]
5563	hsa04213:K07198:[EC:2.7.11.11]
5563	hsa04371:K07198:[EC:2.7.11.11]
5563	hsa04530:K07198:[EC:2.7.11.11]
5563	hsa04710:K07198:[EC:2.7.11.11]
5563	hsa04714:K07198:[EC:2.7.11.11]
5563	hsa04910:K07198:[EC:2.7.11.11]
5563	hsa04920:K07198:[EC:2.7.11.11]
5563	hsa04921:K07198:[EC:2.7.11.11]
5563	hsa04922:K07198:[EC:2.7.11.11]
5563	hsa04931:K07198:[EC:2.7.11.11]
5563	hsa04932:K07198:[EC:2.7.11.11]
5563	hsa05410:K07198:[EC:2.7.11.11]
5563	hsa05418:K07198:[EC:2.7.11.11]
5564	hsa04068:K07199:
5564	hsa04152:K07199:
5564	hsa04211:K07199:
5564	hsa04213:K07199:
5564	hsa04371:K07199:
5564	hsa04530:K07199:
5564	hsa04710:K07199:
5564	hsa04714:K07199:
5564	hsa04910:K07199:
5564	hsa04920:K07199:
5564	hsa04921:K07199:
5564	hsa04922:K07199:
5564	hsa04931:K07199:
5564	hsa04932:K07199:
5564	hsa05410:K07199:
55650	hsa00563:K07542:[EC:2.4.1.-]
55651	hsa03008:K11129:
5565	hsa04068:K07199:
5565	hsa04152:K07199:
5565	hsa04211:K07199:
5565	hsa04213:K07199:
5565	hsa04371:K07199:
5565	hsa04530:K07199:
5565	hsa04710:K07199:
5565	hsa04714:K07199:
5565	hsa04910:K07199:
5565	hsa04920:K07199:
5565	hsa04921:K07199:
5565	hsa04922:K07199:
5565	hsa04931:K07199:
5565	hsa04932:K07199:
5565	hsa05410:K07199:
55660	hsa03040:K12821:
55666	hsa04141:K14015:
55669	hsa04137:K21356:[EC:3.6.5.-]
55669	hsa04621:K21356:[EC:3.6.5.-]
5566	hsa01522:K04345:[EC:2.7.11.11]
5566	hsa04010:K04345:[EC:2.7.11.11]
5566	hsa04014:K04345:[EC:2.7.11.11]
5566	hsa04020:K04345:[EC:2.7.11.11]
5566	hsa04024:K04345:[EC:2.7.11.11]
5566	hsa04062:K04345:[EC:2.7.11.11]
5566	hsa04114:K04345:[EC:2.7.11.11]
5566	hsa04140:K04345:[EC:2.7.11.11]
5566	hsa04211:K04345:[EC:2.7.11.11]
5566	hsa04213:K04345:[EC:2.7.11.11]
5566	hsa04261:K04345:[EC:2.7.11.11]
5566	hsa04270:K04345:[EC:2.7.11.11]
5566	hsa04310:K04345:[EC:2.7.11.11]
5566	hsa04340:K04345:[EC:2.7.11.11]
5566	hsa04371:K04345:[EC:2.7.11.11]
5566	hsa04530:K04345:[EC:2.7.11.11]
5566	hsa04540:K04345:[EC:2.7.11.11]
5566	hsa04611:K04345:[EC:2.7.11.11]
5566	hsa04713:K04345:[EC:2.7.11.11]
5566	hsa04714:K04345:[EC:2.7.11.11]
5566	hsa04720:K04345:[EC:2.7.11.11]
5566	hsa04723:K04345:[EC:2.7.11.11]
5566	hsa04724:K04345:[EC:2.7.11.11]
5566	hsa04725:K04345:[EC:2.7.11.11]
5566	hsa04726:K04345:[EC:2.7.11.11]
5566	hsa04727:K04345:[EC:2.7.11.11]
5566	hsa04728:K04345:[EC:2.7.11.11]
5566	hsa04740:K04345:[EC:2.7.11.11]
5566	hsa04742:K04345:[EC:2.7.11.11]
5566	hsa04750:K04345:[EC:2.7.11.11]
5566	hsa04910:K04345:[EC:2.7.11.11]
5566	hsa04911:K04345:[EC:2.7.11.11]
5566	hsa04912:K04345:[EC:2.7.11.11]
5566	hsa04913:K04345:[EC:2.7.11.11]
5566	hsa04914:K04345:[EC:2.7.11.11]
5566	hsa04915:K04345:[EC:2.7.11.11]
5566	hsa04916:K04345:[EC:2.7.11.11]
5566	hsa04918:K04345:[EC:2.7.11.11]
5566	hsa04919:K04345:[EC:2.7.11.11]
5566	hsa04921:K04345:[EC:2.7.11.11]
5566	hsa04922:K04345:[EC:2.7.11.11]
5566	hsa04923:K04345:[EC:2.7.11.11]
5566	hsa04924:K04345:[EC:2.7.11.11]
5566	hsa04925:K04345:[EC:2.7.11.11]
5566	hsa04926:K04345:[EC:2.7.11.11]
5566	hsa04927:K04345:[EC:2.7.11.11]
5566	hsa04928:K04345:[EC:2.7.11.11]
5566	hsa04934:K04345:[EC:2.7.11.11]
5566	hsa04961:K04345:[EC:2.7.11.11]
5566	hsa04962:K04345:[EC:2.7.11.11]
5566	hsa04970:K04345:[EC:2.7.11.11]
5566	hsa04971:K04345:[EC:2.7.11.11]
5566	hsa04976:K04345:[EC:2.7.11.11]
5566	hsa05012:K04345:[EC:2.7.11.11]
5566	hsa05020:K04345:[EC:2.7.11.11]
5566	hsa05030:K04345:[EC:2.7.11.11]
5566	hsa05031:K04345:[EC:2.7.11.11]
5566	hsa05032:K04345:[EC:2.7.11.11]
5566	hsa05034:K04345:[EC:2.7.11.11]
5566	hsa05110:K04345:[EC:2.7.11.11]
5566	hsa05146:K04345:[EC:2.7.11.11]
5566	hsa05163:K04345:[EC:2.7.11.11]
5566	hsa05165:K04345:[EC:2.7.11.11]
5566	hsa05166:K04345:[EC:2.7.11.11]
5566	hsa05169:K04345:[EC:2.7.11.11]
5566	hsa05200:K04345:[EC:2.7.11.11]
5566	hsa05203:K04345:[EC:2.7.11.11]
5566	hsa05205:K04345:[EC:2.7.11.11]
5566	hsa05414:K04345:[EC:2.7.11.11]
55670	hsa04146:K13340:
55671	hsa04922:K17491:
5567	hsa01522:K04345:[EC:2.7.11.11]
5567	hsa04010:K04345:[EC:2.7.11.11]
5567	hsa04014:K04345:[EC:2.7.11.11]
5567	hsa04020:K04345:[EC:2.7.11.11]
5567	hsa04024:K04345:[EC:2.7.11.11]
5567	hsa04062:K04345:[EC:2.7.11.11]
5567	hsa04114:K04345:[EC:2.7.11.11]
5567	hsa04140:K04345:[EC:2.7.11.11]
5567	hsa04211:K04345:[EC:2.7.11.11]
5567	hsa04213:K04345:[EC:2.7.11.11]
5567	hsa04261:K04345:[EC:2.7.11.11]
5567	hsa04270:K04345:[EC:2.7.11.11]
5567	hsa04310:K04345:[EC:2.7.11.11]
5567	hsa04340:K04345:[EC:2.7.11.11]
5567	hsa04371:K04345:[EC:2.7.11.11]
5567	hsa04530:K04345:[EC:2.7.11.11]
5567	hsa04540:K04345:[EC:2.7.11.11]
5567	hsa04611:K04345:[EC:2.7.11.11]
5567	hsa04713:K04345:[EC:2.7.11.11]
5567	hsa04714:K04345:[EC:2.7.11.11]
5567	hsa04720:K04345:[EC:2.7.11.11]
5567	hsa04723:K04345:[EC:2.7.11.11]
5567	hsa04724:K04345:[EC:2.7.11.11]
5567	hsa04725:K04345:[EC:2.7.11.11]
5567	hsa04726:K04345:[EC:2.7.11.11]
5567	hsa04727:K04345:[EC:2.7.11.11]
5567	hsa04728:K04345:[EC:2.7.11.11]
5567	hsa04740:K04345:[EC:2.7.11.11]
5567	hsa04742:K04345:[EC:2.7.11.11]
5567	hsa04750:K04345:[EC:2.7.11.11]
5567	hsa04910:K04345:[EC:2.7.11.11]
5567	hsa04911:K04345:[EC:2.7.11.11]
5567	hsa04912:K04345:[EC:2.7.11.11]
5567	hsa04913:K04345:[EC:2.7.11.11]
5567	hsa04914:K04345:[EC:2.7.11.11]
5567	hsa04915:K04345:[EC:2.7.11.11]
5567	hsa04916:K04345:[EC:2.7.11.11]
5567	hsa04918:K04345:[EC:2.7.11.11]
5567	hsa04919:K04345:[EC:2.7.11.11]
5567	hsa04921:K04345:[EC:2.7.11.11]
5567	hsa04922:K04345:[EC:2.7.11.11]
5567	hsa04923:K04345:[EC:2.7.11.11]
5567	hsa04924:K04345:[EC:2.7.11.11]
5567	hsa04925:K04345:[EC:2.7.11.11]
5567	hsa04926:K04345:[EC:2.7.11.11]
5567	hsa04927:K04345:[EC:2.7.11.11]
5567	hsa04928:K04345:[EC:2.7.11.11]
5567	hsa04934:K04345:[EC:2.7.11.11]
5567	hsa04961:K04345:[EC:2.7.11.11]
5567	hsa04962:K04345:[EC:2.7.11.11]
5567	hsa04970:K04345:[EC:2.7.11.11]
5567	hsa04971:K04345:[EC:2.7.11.11]
5567	hsa04976:K04345:[EC:2.7.11.11]
5567	hsa05012:K04345:[EC:2.7.11.11]
5567	hsa05020:K04345:[EC:2.7.11.11]
5567	hsa05030:K04345:[EC:2.7.11.11]
5567	hsa05031:K04345:[EC:2.7.11.11]
5567	hsa05032:K04345:[EC:2.7.11.11]
5567	hsa05110:K04345:[EC:2.7.11.11]
5567	hsa05146:K04345:[EC:2.7.11.11]
5567	hsa05163:K04345:[EC:2.7.11.11]
5567	hsa05165:K04345:[EC:2.7.11.11]
5567	hsa05166:K04345:[EC:2.7.11.11]
5567	hsa05169:K04345:[EC:2.7.11.11]
5567	hsa05200:K04345:[EC:2.7.11.11]
5567	hsa05203:K04345:[EC:2.7.11.11]
5567	hsa05205:K04345:[EC:2.7.11.11]
5567	hsa05414:K04345:[EC:2.7.11.11]
5568	hsa01522:K04345:[EC:2.7.11.11]
5568	hsa04010:K04345:[EC:2.7.11.11]
5568	hsa04014:K04345:[EC:2.7.11.11]
5568	hsa04020:K04345:[EC:2.7.11.11]
5568	hsa04024:K04345:[EC:2.7.11.11]
5568	hsa04062:K04345:[EC:2.7.11.11]
5568	hsa04114:K04345:[EC:2.7.11.11]
5568	hsa04140:K04345:[EC:2.7.11.11]
5568	hsa04211:K04345:[EC:2.7.11.11]
5568	hsa04213:K04345:[EC:2.7.11.11]
5568	hsa04261:K04345:[EC:2.7.11.11]
5568	hsa04270:K04345:[EC:2.7.11.11]
5568	hsa04310:K04345:[EC:2.7.11.11]
5568	hsa04340:K04345:[EC:2.7.11.11]
5568	hsa04371:K04345:[EC:2.7.11.11]
5568	hsa04530:K04345:[EC:2.7.11.11]
5568	hsa04540:K04345:[EC:2.7.11.11]
5568	hsa04611:K04345:[EC:2.7.11.11]
5568	hsa04713:K04345:[EC:2.7.11.11]
5568	hsa04714:K04345:[EC:2.7.11.11]
5568	hsa04720:K04345:[EC:2.7.11.11]
5568	hsa04723:K04345:[EC:2.7.11.11]
5568	hsa04724:K04345:[EC:2.7.11.11]
5568	hsa04725:K04345:[EC:2.7.11.11]
5568	hsa04726:K04345:[EC:2.7.11.11]
5568	hsa04727:K04345:[EC:2.7.11.11]
5568	hsa04728:K04345:[EC:2.7.11.11]
5568	hsa04740:K04345:[EC:2.7.11.11]
5568	hsa04742:K04345:[EC:2.7.11.11]
5568	hsa04750:K04345:[EC:2.7.11.11]
5568	hsa04910:K04345:[EC:2.7.11.11]
5568	hsa04911:K04345:[EC:2.7.11.11]
5568	hsa04912:K04345:[EC:2.7.11.11]
5568	hsa04913:K04345:[EC:2.7.11.11]
5568	hsa04914:K04345:[EC:2.7.11.11]
5568	hsa04915:K04345:[EC:2.7.11.11]
5568	hsa04916:K04345:[EC:2.7.11.11]
5568	hsa04918:K04345:[EC:2.7.11.11]
5568	hsa04919:K04345:[EC:2.7.11.11]
5568	hsa04921:K04345:[EC:2.7.11.11]
5568	hsa04922:K04345:[EC:2.7.11.11]
5568	hsa04923:K04345:[EC:2.7.11.11]
5568	hsa04924:K04345:[EC:2.7.11.11]
5568	hsa04925:K04345:[EC:2.7.11.11]
5568	hsa04926:K04345:[EC:2.7.11.11]
5568	hsa04927:K04345:[EC:2.7.11.11]
5568	hsa04928:K04345:[EC:2.7.11.11]
5568	hsa04934:K04345:[EC:2.7.11.11]
5568	hsa04961:K04345:[EC:2.7.11.11]
5568	hsa04962:K04345:[EC:2.7.11.11]
5568	hsa04970:K04345:[EC:2.7.11.11]
5568	hsa04971:K04345:[EC:2.7.11.11]
5568	hsa04976:K04345:[EC:2.7.11.11]
5568	hsa05012:K04345:[EC:2.7.11.11]
5568	hsa05020:K04345:[EC:2.7.11.11]
5568	hsa05030:K04345:[EC:2.7.11.11]
5568	hsa05031:K04345:[EC:2.7.11.11]
5568	hsa05032:K04345:[EC:2.7.11.11]
5568	hsa05110:K04345:[EC:2.7.11.11]
5568	hsa05146:K04345:[EC:2.7.11.11]
5568	hsa05163:K04345:[EC:2.7.11.11]
5568	hsa05165:K04345:[EC:2.7.11.11]
5568	hsa05166:K04345:[EC:2.7.11.11]
5568	hsa05169:K04345:[EC:2.7.11.11]
5568	hsa05200:K04345:[EC:2.7.11.11]
5568	hsa05203:K04345:[EC:2.7.11.11]
5568	hsa05205:K04345:[EC:2.7.11.11]
5568	hsa05414:K04345:[EC:2.7.11.11]
55696	hsa03040:K12872:
55697	hsa05166:K15305:
55697	hsa05203:K15305:
55699	hsa00970:K01870:[EC:6.1.1.5]
5569	hsa05034:K15985:
55703	hsa00230:K03021:[EC:2.7.7.6]
55703	hsa00240:K03021:[EC:2.7.7.6]
55703	hsa03020:K03021:[EC:2.7.7.6]
55703	hsa04623:K03021:[EC:2.7.7.6]
55703	hsa05169:K03021:[EC:2.7.7.6]
55706	hsa03013:K14315:
55711	hsa04146:K13356:[EC:1.2.1.84]
55718	hsa00230:K14721:
55718	hsa00240:K14721:
55718	hsa03020:K14721:
55718	hsa04623:K14721:
55718	hsa05169:K14721:
5571	hsa04068:K07200:
5571	hsa04152:K07200:
5571	hsa04211:K07200:
5571	hsa04213:K07200:
5571	hsa04371:K07200:
5571	hsa04530:K07200:
5571	hsa04710:K07200:
5571	hsa04714:K07200:
5571	hsa04910:K07200:
5571	hsa04920:K07200:
5571	hsa04921:K07200:
5571	hsa04922:K07200:
5571	hsa04931:K07200:
5571	hsa04932:K07200:
5571	hsa05410:K07200:
55737	hsa04144:K18468:
55738	hsa04144:K12492:
5573	hsa04910:K04739:
55740	hsa04360:K05746:
55740	hsa04810:K05746:
55741	hsa04141:K10085:
55742	hsa04510:K06275:
55744	hsa04714:K18173:
55746	hsa03013:K14300:
55748	hsa00330:K08660:[EC:3.4.13.18]
55748	hsa00340:K08660:[EC:3.4.13.18]
55748	hsa00410:K08660:[EC:3.4.13.18]
55750	hsa00561:K09881:[EC:2.7.1.94]
55752	hsa05100:K16939:
55753	hsa00020:K00164:[EC:1.2.4.2]
55753	hsa00310:K00164:[EC:1.2.4.2]
55753	hsa00380:K00164:[EC:1.2.4.2]
55757	hsa04141:K11718:[EC:2.4.1.-]
5575	hsa04910:K04739:
55766	hsa04217:K11251:
55766	hsa05034:K11251:
55766	hsa05322:K11251:
55768	hsa04141:K01456:[EC:3.5.1.52]
5576	hsa04910:K04739:
55770	hsa04014:K17637:
5577	hsa04910:K04739:
55781	hsa03008:K07179:[EC:2.7.11.1]
55788	hsa04977:K14617:
5578	hsa01521:K02677:[EC:2.7.11.13]
5578	hsa04010:K02677:[EC:2.7.11.13]
5578	hsa04012:K02677:[EC:2.7.11.13]
5578	hsa04014:K02677:[EC:2.7.11.13]
5578	hsa04015:K02677:[EC:2.7.11.13]
5578	hsa04020:K02677:[EC:2.7.11.13]
5578	hsa04066:K02677:[EC:2.7.11.13]
5578	hsa04070:K02677:[EC:2.7.11.13]
5578	hsa04071:K02677:[EC:2.7.11.13]
5578	hsa04072:K02677:[EC:2.7.11.13]
5578	hsa04150:K02677:[EC:2.7.11.13]
5578	hsa04151:K02677:[EC:2.7.11.13]
5578	hsa04261:K02677:[EC:2.7.11.13]
5578	hsa04270:K02677:[EC:2.7.11.13]
5578	hsa04310:K02677:[EC:2.7.11.13]
5578	hsa04360:K02677:[EC:2.7.11.13]
5578	hsa04370:K02677:[EC:2.7.11.13]
5578	hsa04510:K02677:[EC:2.7.11.13]
5578	hsa04540:K02677:[EC:2.7.11.13]
5578	hsa04650:K02677:[EC:2.7.11.13]
5578	hsa04664:K02677:[EC:2.7.11.13]
5578	hsa04666:K02677:[EC:2.7.11.13]
5578	hsa04670:K02677:[EC:2.7.11.13]
5578	hsa04713:K02677:[EC:2.7.11.13]
5578	hsa04720:K02677:[EC:2.7.11.13]
5578	hsa04723:K02677:[EC:2.7.11.13]
5578	hsa04724:K02677:[EC:2.7.11.13]
5578	hsa04725:K02677:[EC:2.7.11.13]
5578	hsa04726:K02677:[EC:2.7.11.13]
5578	hsa04727:K02677:[EC:2.7.11.13]
5578	hsa04728:K02677:[EC:2.7.11.13]
5578	hsa04730:K02677:[EC:2.7.11.13]
5578	hsa04750:K02677:[EC:2.7.11.13]
5578	hsa04911:K02677:[EC:2.7.11.13]
5578	hsa04912:K02677:[EC:2.7.11.13]
5578	hsa04916:K02677:[EC:2.7.11.13]
5578	hsa04918:K02677:[EC:2.7.11.13]
5578	hsa04919:K02677:[EC:2.7.11.13]
5578	hsa04921:K02677:[EC:2.7.11.13]
5578	hsa04925:K02677:[EC:2.7.11.13]
5578	hsa04926:K02677:[EC:2.7.11.13]
5578	hsa04928:K02677:[EC:2.7.11.13]
5578	hsa04933:K02677:[EC:2.7.11.13]
5578	hsa04960:K02677:[EC:2.7.11.13]
5578	hsa04961:K02677:[EC:2.7.11.13]
5578	hsa04970:K02677:[EC:2.7.11.13]
5578	hsa04971:K02677:[EC:2.7.11.13]
5578	hsa04972:K02677:[EC:2.7.11.13]
5578	hsa05031:K02677:[EC:2.7.11.13]
5578	hsa05032:K02677:[EC:2.7.11.13]
5578	hsa05110:K02677:[EC:2.7.11.13]
5578	hsa05130:K02677:[EC:2.7.11.13]
5578	hsa05143:K02677:[EC:2.7.11.13]
5578	hsa05146:K02677:[EC:2.7.11.13]
