gene	gene_id	pathway	C_name	B_name	A_name
AGPAT5	55326	hsa00561	Glycerolipid metabolism	Lipid metabolism	Metabolism
LCLAT1	253558	hsa00561	Glycerolipid metabolism	Lipid metabolism	Metabolism
MBOAT1	154141	hsa00561	Glycerolipid metabolism	Lipid metabolism	Metabolism
MBOAT2	129642	hsa00561	Glycerolipid metabolism	Lipid metabolism	Metabolism
LPIN1	23175	hsa00561	Glycerolipid metabolism	Lipid metabolism	Metabolism
LPIN3	64900	hsa00561	Glycerolipid metabolism	Lipid metabolism	Metabolism
LPIN2	9663	hsa00561	Glycerolipid metabolism	Lipid metabolism	Metabolism
DGKZ	8525	hsa00561	Glycerolipid metabolism	Lipid metabolism	Metabolism
DGKD	8527	hsa00561	Glycerolipid metabolism	Lipid metabolism	Metabolism
DGKI	9162	hsa00561	Glycerolipid metabolism	Lipid metabolism	Metabolism
DGKA	1606	hsa00561	Glycerolipid metabolism	Lipid metabolism	Metabolism
DGKE	8526	hsa00561	Glycerolipid metabolism	Lipid metabolism	Metabolism
DGKB	1607	hsa00561	Glycerolipid metabolism	Lipid metabolism	Metabolism
DGKH	160851	hsa00561	Glycerolipid metabolism	Lipid metabolism	Metabolism
DGKG	1608	hsa00561	Glycerolipid metabolism	Lipid metabolism	Metabolism
DGKQ	1609	hsa00561	Glycerolipid metabolism	Lipid metabolism	Metabolism
DGKK	139189	hsa00561	Glycerolipid metabolism	Lipid metabolism	Metabolism
DGAT1	8694	hsa00561	Glycerolipid metabolism	Lipid metabolism	Metabolism
DGAT2	84649	hsa00561	Glycerolipid metabolism	Lipid metabolism	Metabolism
MOGAT3	346606	hsa00561	Glycerolipid metabolism	Lipid metabolism	Metabolism
CEL	1056	hsa00561	Glycerolipid metabolism	Lipid metabolism	Metabolism
PNPLA2	57104	hsa00561	Glycerolipid metabolism	Lipid metabolism	Metabolism
PNPLA3	80339	hsa00561	Glycerolipid metabolism	Lipid metabolism	Metabolism
PNLIP	5406	hsa00561	Glycerolipid metabolism	Lipid metabolism	Metabolism
PNLIPRP1	5407	hsa00561	Glycerolipid metabolism	Lipid metabolism	Metabolism
PNLIPRP2	5408	hsa00561	Glycerolipid metabolism	Lipid metabolism	Metabolism
PNLIPRP3	119548	hsa00561	Glycerolipid metabolism	Lipid metabolism	Metabolism
LIPC	3990	hsa00561	Glycerolipid metabolism	Lipid metabolism	Metabolism
LIPF	8513	hsa00561	Glycerolipid metabolism	Lipid metabolism	Metabolism
LIPG	9388	hsa00561	Glycerolipid metabolism	Lipid metabolism	Metabolism
LPL	4023	hsa00561	Glycerolipid metabolism	Lipid metabolism	Metabolism
AGK	55750	hsa00561	Glycerolipid metabolism	Lipid metabolism	Metabolism
MGLL	11343	hsa00561	Glycerolipid metabolism	Lipid metabolism	Metabolism
MOGAT1	116255	hsa00561	Glycerolipid metabolism	Lipid metabolism	Metabolism
MOGAT2	80168	hsa00561	Glycerolipid metabolism	Lipid metabolism	Metabolism
GLA	2717	hsa00561	Glycerolipid metabolism	Lipid metabolism	Metabolism
GPD1L	23171	hsa00564	Glycerophospholipid metabolism	Lipid metabolism	Metabolism
GPD1	2819	hsa00564	Glycerophospholipid metabolism	Lipid metabolism	Metabolism
GPD2	2820	hsa00564	Glycerophospholipid metabolism	Lipid metabolism	Metabolism
GPAM	57678	hsa00564	Glycerophospholipid metabolism	Lipid metabolism	Metabolism
GPAT2	150763	hsa00564	Glycerophospholipid metabolism	Lipid metabolism	Metabolism
AGPAT1	10554	hsa00564	Glycerophospholipid metabolism	Lipid metabolism	Metabolism
AGPAT2	10555	hsa00564	Glycerophospholipid metabolism	Lipid metabolism	Metabolism
AGPAT3	56894	hsa00564	Glycerophospholipid metabolism	Lipid metabolism	Metabolism
AGPAT4	56895	hsa00564	Glycerophospholipid metabolism	Lipid metabolism	Metabolism
AGPAT5	55326	hsa00564	Glycerophospholipid metabolism	Lipid metabolism	Metabolism
LCLAT1	253558	hsa00564	Glycerophospholipid metabolism	Lipid metabolism	Metabolism
MBOAT1	154141	hsa00564	Glycerophospholipid metabolism	Lipid metabolism	Metabolism
MBOAT2	129642	hsa00564	Glycerophospholipid metabolism	Lipid metabolism	Metabolism
GNPAT	8443	hsa00564	Glycerophospholipid metabolism	Lipid metabolism	Metabolism
ADPRM	56985	hsa00564	Glycerophospholipid metabolism	Lipid metabolism	Metabolism
LPIN1	23175	hsa00564	Glycerophospholipid metabolism	Lipid metabolism	Metabolism
LPIN3	64900	hsa00564	Glycerophospholipid metabolism	Lipid metabolism	Metabolism
LPIN2	9663	hsa00564	Glycerophospholipid metabolism	Lipid metabolism	Metabolism
DGKZ	8525	hsa00564	Glycerophospholipid metabolism	Lipid metabolism	Metabolism
DGKD	8527	hsa00564	Glycerophospholipid metabolism	Lipid metabolism	Metabolism
DGKI	9162	hsa00564	Glycerophospholipid metabolism	Lipid metabolism	Metabolism
DGKA	1606	hsa00564	Glycerophospholipid metabolism	Lipid metabolism	Metabolism
DGKE	8526	hsa00564	Glycerophospholipid metabolism	Lipid metabolism	Metabolism
DGKB	1607	hsa00564	Glycerophospholipid metabolism	Lipid metabolism	Metabolism
DGKH	160851	hsa00564	Glycerophospholipid metabolism	Lipid metabolism	Metabolism
DGKG	1608	hsa00564	Glycerophospholipid metabolism	Lipid metabolism	Metabolism
DGKQ	1609	hsa00564	Glycerophospholipid metabolism	Lipid metabolism	Metabolism
DGKK	139189	hsa00564	Glycerophospholipid metabolism	Lipid metabolism	Metabolism
CHPT1	56994	hsa00564	Glycerophospholipid metabolism	Lipid metabolism	Metabolism
CEPT1	10390	hsa00564	Glycerophospholipid metabolism	Lipid metabolism	Metabolism
PLD1	5337	hsa00564	Glycerophospholipid metabolism	Lipid metabolism	Metabolism
PLD2	5338	hsa00564	Glycerophospholipid metabolism	Lipid metabolism	Metabolism
PLD3	23646	hsa00564	Glycerophospholipid metabolism	Lipid metabolism	Metabolism
PLD4	122618	hsa00564	Glycerophospholipid metabolism	Lipid metabolism	Metabolism
LCAT	3931	hsa00564	Glycerophospholipid metabolism	Lipid metabolism	Metabolism
PLA2G10	8399	hsa00564	Glycerophospholipid metabolism	Lipid metabolism	Metabolism
PLA2G2D	26279	hsa00564	Glycerophospholipid metabolism	Lipid metabolism	Metabolism
PLA2G2E	30814	hsa00564	Glycerophospholipid metabolism	Lipid metabolism	Metabolism
PLA2G3	50487	hsa00564	Glycerophospholipid metabolism	Lipid metabolism	Metabolism
PLA2G2F	64600	hsa00564	Glycerophospholipid metabolism	Lipid metabolism	Metabolism
PLA2G12A	81579	hsa00564	Glycerophospholipid metabolism	Lipid metabolism	Metabolism
PLA2G12B	84647	hsa00564	Glycerophospholipid metabolism	Lipid metabolism	Metabolism
PLA2G1B	5319	hsa00564	Glycerophospholipid metabolism	Lipid metabolism	Metabolism
PLA2G5	5322	hsa00564	Glycerophospholipid metabolism	Lipid metabolism	Metabolism
PLA2G2A	5320	hsa00564	Glycerophospholipid metabolism	Lipid metabolism	Metabolism
PLA2G2C	391013	hsa00564	Glycerophospholipid metabolism	Lipid metabolism	Metabolism
PLA2G4E	123745	hsa00564	Glycerophospholipid metabolism	Lipid metabolism	Metabolism
PLA2G4A	5321	hsa00564	Glycerophospholipid metabolism	Lipid metabolism	Metabolism
JMJD7-PLA2G4B	8681	hsa00564	Glycerophospholipid metabolism	Lipid metabolism	Metabolism
PLA2G4B	100137049	hsa00564	Glycerophospholipid metabolism	Lipid metabolism	Metabolism
PLA2G4C	8605	hsa00564	Glycerophospholipid metabolism	Lipid metabolism	Metabolism
PLA2G4D	283748	hsa00564	Glycerophospholipid metabolism	Lipid metabolism	Metabolism
PLA2G4F	255189	hsa00564	Glycerophospholipid metabolism	Lipid metabolism	Metabolism
PLA2G6	8398	hsa00564	Glycerophospholipid metabolism	Lipid metabolism	Metabolism
PLB1	151056	hsa00564	Glycerophospholipid metabolism	Lipid metabolism	Metabolism
PLA2G16	11145	hsa00564	Glycerophospholipid metabolism	Lipid metabolism	Metabolism
LPCAT2	54947	hsa00564	Glycerophospholipid metabolism	Lipid metabolism	Metabolism
LPCAT1	79888	hsa00564	Glycerophospholipid metabolism	Lipid metabolism	Metabolism
LPCAT4	254531	hsa00564	Glycerophospholipid metabolism	Lipid metabolism	Metabolism
LPCAT3	10162	hsa00564	Glycerophospholipid metabolism	Lipid metabolism	Metabolism
LYPLA1	10434	hsa00564	Glycerophospholipid metabolism	Lipid metabolism	Metabolism
PLA2G15	23659	hsa00564	Glycerophospholipid metabolism	Lipid metabolism	Metabolism
LYPLA2	11313	hsa00564	Glycerophospholipid metabolism	Lipid metabolism	Metabolism
PNPLA6	10908	hsa00564	Glycerophospholipid metabolism	Lipid metabolism	Metabolism
PNPLA7	375775	hsa00564	Glycerophospholipid metabolism	Lipid metabolism	Metabolism
GPCPD1	56261	hsa00564	Glycerophospholipid metabolism	Lipid metabolism	Metabolism
CHAT	1103	hsa00564	Glycerophospholipid metabolism	Lipid metabolism	Metabolism
ACHE	43	hsa00564	Glycerophospholipid metabolism	Lipid metabolism	Metabolism
CHKA	1119	hsa00564	Glycerophospholipid metabolism	Lipid metabolism	Metabolism
CHKB	1120	hsa00564	Glycerophospholipid metabolism	Lipid metabolism	Metabolism
PHOSPHO1	162466	hsa00564	Glycerophospholipid metabolism	Lipid metabolism	Metabolism
PCYT1B	9468	hsa00564	Glycerophospholipid metabolism	Lipid metabolism	Metabolism
PCYT1A	5130	hsa00564	Glycerophospholipid metabolism	Lipid metabolism	Metabolism
ETNK1	55500	hsa00564	Glycerophospholipid metabolism	Lipid metabolism	Metabolism
ETNK2	55224	hsa00564	Glycerophospholipid metabolism	Lipid metabolism	Metabolism
PCYT2	5833	hsa00564	Glycerophospholipid metabolism	Lipid metabolism	Metabolism
ETNPPL	64850	hsa00564	Glycerophospholipid metabolism	Lipid metabolism	Metabolism
PEMT	10400	hsa00564	Glycerophospholipid metabolism	Lipid metabolism	Metabolism
CDS1	1040	hsa00564	Glycerophospholipid metabolism	Lipid metabolism	Metabolism
CDS2	8760	hsa00564	Glycerophospholipid metabolism	Lipid metabolism	Metabolism
PTDSS1	9791	hsa00564	Glycerophospholipid metabolism	Lipid metabolism	Metabolism
