gene	GO_id	name	namespace
OR1P1	GO:0004930	G protein-coupled receptor activity	molecular_function
OR1Q1	GO:0004930	G protein-coupled receptor activity	molecular_function
OR1S1	GO:0004930	G protein-coupled receptor activity	molecular_function
OR1S2	GO:0004930	G protein-coupled receptor activity	molecular_function
OR2A12	GO:0004930	G protein-coupled receptor activity	molecular_function
OR2A14	GO:0004930	G protein-coupled receptor activity	molecular_function
OR2A1	GO:0004930	G protein-coupled receptor activity	molecular_function
OR2A42	GO:0004930	G protein-coupled receptor activity	molecular_function
OR2A25	GO:0004930	G protein-coupled receptor activity	molecular_function
OR2A2	GO:0004930	G protein-coupled receptor activity	molecular_function
OR2A4	GO:0004930	G protein-coupled receptor activity	molecular_function
OR2A5	GO:0004930	G protein-coupled receptor activity	molecular_function
OR2A7	GO:0004930	G protein-coupled receptor activity	molecular_function
OR2AE1	GO:0004930	G protein-coupled receptor activity	molecular_function
OR2AG1	GO:0004930	G protein-coupled receptor activity	molecular_function
OR2AG2	GO:0004930	G protein-coupled receptor activity	molecular_function
OR2AJ1	GO:0004930	G protein-coupled receptor activity	molecular_function
OR2AK2	GO:0004930	G protein-coupled receptor activity	molecular_function
OR2AP1	GO:0004930	G protein-coupled receptor activity	molecular_function
OR2AT4	GO:0004930	G protein-coupled receptor activity	molecular_function
OR2B11	GO:0004930	G protein-coupled receptor activity	molecular_function
OR2B2	GO:0004930	G protein-coupled receptor activity	molecular_function
OR2B3	GO:0004930	G protein-coupled receptor activity	molecular_function
OR2B6	GO:0004930	G protein-coupled receptor activity	molecular_function
OR2B8P	GO:0004930	G protein-coupled receptor activity	molecular_function
OR2C1	GO:0004930	G protein-coupled receptor activity	molecular_function
OR2C3	GO:0004930	G protein-coupled receptor activity	molecular_function
OR2D2	GO:0004930	G protein-coupled receptor activity	molecular_function
OR2D3	GO:0004930	G protein-coupled receptor activity	molecular_function
OR2F1	GO:0004930	G protein-coupled receptor activity	molecular_function
OR2F2	GO:0004930	G protein-coupled receptor activity	molecular_function
OR2G2	GO:0004930	G protein-coupled receptor activity	molecular_function
OR2G3	GO:0004930	G protein-coupled receptor activity	molecular_function
OR2G6	GO:0004930	G protein-coupled receptor activity	molecular_function
OR2H1	GO:0004930	G protein-coupled receptor activity	molecular_function
OR2H2	GO:0004930	G protein-coupled receptor activity	molecular_function
OR2I1P	GO:0004930	G protein-coupled receptor activity	molecular_function
OR2J1	GO:0004930	G protein-coupled receptor activity	molecular_function
OR2J2	GO:0004930	G protein-coupled receptor activity	molecular_function
OR2J3	GO:0004930	G protein-coupled receptor activity	molecular_function
OR2K2	GO:0004930	G protein-coupled receptor activity	molecular_function
OR2L13	GO:0004930	G protein-coupled receptor activity	molecular_function
OR2L2	GO:0004930	G protein-coupled receptor activity	molecular_function
OR2L3	GO:0004930	G protein-coupled receptor activity	molecular_function
OR2L5	GO:0004930	G protein-coupled receptor activity	molecular_function
OR2L8	GO:0004930	G protein-coupled receptor activity	molecular_function
OR2M2	GO:0004930	G protein-coupled receptor activity	molecular_function
OR2M3	GO:0004930	G protein-coupled receptor activity	molecular_function
OR2M4	GO:0004930	G protein-coupled receptor activity	molecular_function
OR2M5	GO:0004930	G protein-coupled receptor activity	molecular_function
OR2M7	GO:0004930	G protein-coupled receptor activity	molecular_function
OR2S2	GO:0004930	G protein-coupled receptor activity	molecular_function
OR2T10	GO:0004930	G protein-coupled receptor activity	molecular_function
OR2T11	GO:0004930	G protein-coupled receptor activity	molecular_function
OR2T12	GO:0004930	G protein-coupled receptor activity	molecular_function
OR2T1	GO:0004930	G protein-coupled receptor activity	molecular_function
OR2T27	GO:0004930	G protein-coupled receptor activity	molecular_function
OR2T29	GO:0004930	G protein-coupled receptor activity	molecular_function
OR2T2	GO:0004930	G protein-coupled receptor activity	molecular_function
OR2T33	GO:0004930	G protein-coupled receptor activity	molecular_function
OR2T34	GO:0004930	G protein-coupled receptor activity	molecular_function
OR2T35	GO:0004930	G protein-coupled receptor activity	molecular_function
OR2T3	GO:0004930	G protein-coupled receptor activity	molecular_function
OR2T4	GO:0004930	G protein-coupled receptor activity	molecular_function
OR2T5	GO:0004930	G protein-coupled receptor activity	molecular_function
OR2T6	GO:0004930	G protein-coupled receptor activity	molecular_function
OR2T7	GO:0004930	G protein-coupled receptor activity	molecular_function
OR2T8	GO:0004930	G protein-coupled receptor activity	molecular_function
OR2V1	GO:0004930	G protein-coupled receptor activity	molecular_function
OR2V2	GO:0004930	G protein-coupled receptor activity	molecular_function
OR2W1	GO:0004930	G protein-coupled receptor activity	molecular_function
OR2W3	GO:0004930	G protein-coupled receptor activity	molecular_function
OR2W5	GO:0004930	G protein-coupled receptor activity	molecular_function
OR2W6P	GO:0004930	G protein-coupled receptor activity	molecular_function
OR2Y1	GO:0004930	G protein-coupled receptor activity	molecular_function
OR2Z1	GO:0004930	G protein-coupled receptor activity	molecular_function
OR3A1	GO:0004930	G protein-coupled receptor activity	molecular_function
OR3A2	GO:0004930	G protein-coupled receptor activity	molecular_function
OR3A3	GO:0004930	G protein-coupled receptor activity	molecular_function
OR3A4P	GO:0004930	G protein-coupled receptor activity	molecular_function
OR3A5P	GO:0004930	G protein-coupled receptor activity	molecular_function
OR4A15	GO:0004930	G protein-coupled receptor activity	molecular_function
OR4A16	GO:0004930	G protein-coupled receptor activity	molecular_function
OR4A47	GO:0004930	G protein-coupled receptor activity	molecular_function
OR4A4P	GO:0004930	G protein-coupled receptor activity	molecular_function
OR4A5	GO:0004930	G protein-coupled receptor activity	molecular_function
OR4A8	GO:0004930	G protein-coupled receptor activity	molecular_function
OR4B1	GO:0004930	G protein-coupled receptor activity	molecular_function
OR4C11	GO:0004930	G protein-coupled receptor activity	molecular_function
OR4C12	GO:0004930	G protein-coupled receptor activity	molecular_function
OR4C13	GO:0004930	G protein-coupled receptor activity	molecular_function
OR4C15	GO:0004930	G protein-coupled receptor activity	molecular_function
OR4C16	GO:0004930	G protein-coupled receptor activity	molecular_function
OR4C3	GO:0004930	G protein-coupled receptor activity	molecular_function
OR4C46	GO:0004930	G protein-coupled receptor activity	molecular_function
OR4C5	GO:0004930	G protein-coupled receptor activity	molecular_function
OR4C6	GO:0004930	G protein-coupled receptor activity	molecular_function
OR4D10	GO:0004930	G protein-coupled receptor activity	molecular_function
OR4D11	GO:0004930	G protein-coupled receptor activity	molecular_function
OR4D1	GO:0004930	G protein-coupled receptor activity	molecular_function
OR4D2	GO:0004930	G protein-coupled receptor activity	molecular_function
OR4D5	GO:0004930	G protein-coupled receptor activity	molecular_function
OR4D6	GO:0004930	G protein-coupled receptor activity	molecular_function
OR4D9	GO:0004930	G protein-coupled receptor activity	molecular_function
OR4E1	GO:0004930	G protein-coupled receptor activity	molecular_function
OR4E2	GO:0004930	G protein-coupled receptor activity	molecular_function
OR4F15	GO:0004930	G protein-coupled receptor activity	molecular_function
OR4F16	GO:0004930	G protein-coupled receptor activity	molecular_function
OR4F29	GO:0004930	G protein-coupled receptor activity	molecular_function
OR4F3	GO:0004930	G protein-coupled receptor activity	molecular_function
OR4F17	GO:0004930	G protein-coupled receptor activity	molecular_function
OR4F21	GO:0004930	G protein-coupled receptor activity	molecular_function
OR4F4	GO:0004930	G protein-coupled receptor activity	molecular_function
OR4F5	GO:0004930	G protein-coupled receptor activity	molecular_function
OR4F6	GO:0004930	G protein-coupled receptor activity	molecular_function
OR4K13	GO:0004930	G protein-coupled receptor activity	molecular_function
OR4K14	GO:0004930	G protein-coupled receptor activity	molecular_function
OR4K15	GO:0004930	G protein-coupled receptor activity	molecular_function
OR4K17	GO:0004930	G protein-coupled receptor activity	molecular_function
OR4K1	GO:0004930	G protein-coupled receptor activity	molecular_function
OR4K2	GO:0004930	G protein-coupled receptor activity	molecular_function
OR4K3	GO:0004930	G protein-coupled receptor activity	molecular_function
OR4K5	GO:0004930	G protein-coupled receptor activity	molecular_function
OR4L1	GO:0004930	G protein-coupled receptor activity	molecular_function
OR4M1	GO:0004930	G protein-coupled receptor activity	molecular_function
OR4M2	GO:0004930	G protein-coupled receptor activity	molecular_function
OR4N2	GO:0004930	G protein-coupled receptor activity	molecular_function
OR4N4	GO:0004930	G protein-coupled receptor activity	molecular_function
OR4N5	GO:0004930	G protein-coupled receptor activity	molecular_function
OR4P4	GO:0004930	G protein-coupled receptor activity	molecular_function
OR4Q2	GO:0004930	G protein-coupled receptor activity	molecular_function
OR4Q3	GO:0004930	G protein-coupled receptor activity	molecular_function
OR4S1	GO:0004930	G protein-coupled receptor activity	molecular_function
OR4S2	GO:0004930	G protein-coupled receptor activity	molecular_function
OR4X1	GO:0004930	G protein-coupled receptor activity	molecular_function
OR4X2	GO:0004930	G protein-coupled receptor activity	molecular_function
OR51A2	GO:0004930	G protein-coupled receptor activity	molecular_function
OR51A4	GO:0004930	G protein-coupled receptor activity	molecular_function
OR51A7	GO:0004930	G protein-coupled receptor activity	molecular_function
OR51B2	GO:0004930	G protein-coupled receptor activity	molecular_function
OR51B4	GO:0004930	G protein-coupled receptor activity	molecular_function
OR51B5	GO:0004930	G protein-coupled receptor activity	molecular_function
OR51B6	GO:0004930	G protein-coupled receptor activity	molecular_function
OR51D1	GO:0004930	G protein-coupled receptor activity	molecular_function
OR51E1	GO:0004930	G protein-coupled receptor activity	molecular_function
OR51E2	GO:0004930	G protein-coupled receptor activity	molecular_function
OR51F1	GO:0004930	G protein-coupled receptor activity	molecular_function
OR51F2	GO:0004930	G protein-coupled receptor activity	molecular_function
OR51G1	GO:0004930	G protein-coupled receptor activity	molecular_function
OR51G2	GO:0004930	G protein-coupled receptor activity	molecular_function
OR51H1	GO:0004930	G protein-coupled receptor activity	molecular_function
OR51I1	GO:0004930	G protein-coupled receptor activity	molecular_function
OR51I2	GO:0004930	G protein-coupled receptor activity	molecular_function
OR51J1	GO:0004930	G protein-coupled receptor activity	molecular_function
OR51L1	GO:0004930	G protein-coupled receptor activity	molecular_function
OR51M1	GO:0004930	G protein-coupled receptor activity	molecular_function
OR51Q1	GO:0004930	G protein-coupled receptor activity	molecular_function
OR51S1	GO:0004930	G protein-coupled receptor activity	molecular_function
OR51T1	GO:0004930	G protein-coupled receptor activity	molecular_function
OR51V1	GO:0004930	G protein-coupled receptor activity	molecular_function
OR52A1	GO:0004930	G protein-coupled receptor activity	molecular_function
OR52A4P	GO:0004930	G protein-coupled receptor activity	molecular_function
OR52A5	GO:0004930	G protein-coupled receptor activity	molecular_function
OR52B2	GO:0004930	G protein-coupled receptor activity	molecular_function
OR52B4	GO:0004930	G protein-coupled receptor activity	molecular_function
OR52B6	GO:0004930	G protein-coupled receptor activity	molecular_function
OR52D1	GO:0004930	G protein-coupled receptor activity	molecular_function
OR52E1	GO:0004930	G protein-coupled receptor activity	molecular_function
OR52E2	GO:0004930	G protein-coupled receptor activity	molecular_function
OR52E4	GO:0004930	G protein-coupled receptor activity	molecular_function
OR52E5	GO:0004930	G protein-coupled receptor activity	molecular_function
OR52E6	GO:0004930	G protein-coupled receptor activity	molecular_function
OR52E8	GO:0004930	G protein-coupled receptor activity	molecular_function
OR52H1	GO:0004930	G protein-coupled receptor activity	molecular_function
OR52I1	GO:0004930	G protein-coupled receptor activity	molecular_function
OR52I2	GO:0004930	G protein-coupled receptor activity	molecular_function
OR52J3	GO:0004930	G protein-coupled receptor activity	molecular_function
OR52K1	GO:0004930	G protein-coupled receptor activity	molecular_function
OR52K2	GO:0004930	G protein-coupled receptor activity	molecular_function
OR52L1	GO:0004930	G protein-coupled receptor activity	molecular_function
OR52L2P	GO:0004930	G protein-coupled receptor activity	molecular_function
OR52M1	GO:0004930	G protein-coupled receptor activity	molecular_function
OR52N1	GO:0004930	G protein-coupled receptor activity	molecular_function
OR52N2	GO:0004930	G protein-coupled receptor activity	molecular_function
OR52N4	GO:0004930	G protein-coupled receptor activity	molecular_function
OR52N5	GO:0004930	G protein-coupled receptor activity	molecular_function
OR52P1P	GO:0004930	G protein-coupled receptor activity	molecular_function
OR52R1	GO:0004930	G protein-coupled receptor activity	molecular_function
OR52W1	GO:0004930	G protein-coupled receptor activity	molecular_function
OR52Z1	GO:0004930	G protein-coupled receptor activity	molecular_function
OR56A1	GO:0004930	G protein-coupled receptor activity	molecular_function
OR56A3	GO:0004930	G protein-coupled receptor activity	molecular_function
OR56A4	GO:0004930	G protein-coupled receptor activity	molecular_function
OR56A5	GO:0004930	G protein-coupled receptor activity	molecular_function
OR56B1	GO:0004930	G protein-coupled receptor activity	molecular_function
OR56B2P	GO:0004930	G protein-coupled receptor activity	molecular_function
OR56B4	GO:0004930	G protein-coupled receptor activity	molecular_function
OR5A1	GO:0004930	G protein-coupled receptor activity	molecular_function
OR5A2	GO:0004930	G protein-coupled receptor activity	molecular_function
OR5AC1	GO:0004930	G protein-coupled receptor activity	molecular_function
OR5AC2	GO:0004930	G protein-coupled receptor activity	molecular_function
OR5AK2	GO:0004930	G protein-coupled receptor activity	molecular_function
OR5AK3P	GO:0004930	G protein-coupled receptor activity	molecular_function
OR5AL1	GO:0004930	G protein-coupled receptor activity	molecular_function
OR5AN1	GO:0004930	G protein-coupled receptor activity	molecular_function
OR5AP2	GO:0004930	G protein-coupled receptor activity	molecular_function
OR5AR1	GO:0004930	G protein-coupled receptor activity	molecular_function
OR5AS1	GO:0004930	G protein-coupled receptor activity	molecular_function
OR5AU1	GO:0004930	G protein-coupled receptor activity	molecular_function
OR5B12	GO:0004930	G protein-coupled receptor activity	molecular_function
OR5B17	GO:0004930	G protein-coupled receptor activity	molecular_function
OR5B21	GO:0004930	G protein-coupled receptor activity	molecular_function
OR5B2	GO:0004930	G protein-coupled receptor activity	molecular_function
OR5B3	GO:0004930	G protein-coupled receptor activity	molecular_function
OR5BS1P	GO:0004930	G protein-coupled receptor activity	molecular_function
OR5C1	GO:0004930	G protein-coupled receptor activity	molecular_function
OR5D13	GO:0004930	G protein-coupled receptor activity	molecular_function
OR5D14	GO:0004930	G protein-coupled receptor activity	molecular_function
OR5D16	GO:0004930	G protein-coupled receptor activity	molecular_function
OR5D18	GO:0004930	G protein-coupled receptor activity	molecular_function
OR5F1	GO:0004930	G protein-coupled receptor activity	molecular_function
OR5G3	GO:0004930	G protein-coupled receptor activity	molecular_function
OR5H14	GO:0004930	G protein-coupled receptor activity	molecular_function
OR5H15	GO:0004930	G protein-coupled receptor activity	molecular_function
OR5H1	GO:0004930	G protein-coupled receptor activity	molecular_function
OR5H2	GO:0004930	G protein-coupled receptor activity	molecular_function
OR5H6	GO:0004930	G protein-coupled receptor activity	molecular_function
OR5H8	GO:0004930	G protein-coupled receptor activity	molecular_function
OR5I1	GO:0004930	G protein-coupled receptor activity	molecular_function
OR5J2	GO:0004930	G protein-coupled receptor activity	molecular_function
OR5K1	GO:0004930	G protein-coupled receptor activity	molecular_function
OR5K2	GO:0004930	G protein-coupled receptor activity	molecular_function
OR5K3	GO:0004930	G protein-coupled receptor activity	molecular_function
OR5K4	GO:0004930	G protein-coupled receptor activity	molecular_function
OR5L1	GO:0004930	G protein-coupled receptor activity	molecular_function
OR5L2	GO:0004930	G protein-coupled receptor activity	molecular_function
OR5M10	GO:0004930	G protein-coupled receptor activity	molecular_function
OR5M11	GO:0004930	G protein-coupled receptor activity	molecular_function
OR5M1	GO:0004930	G protein-coupled receptor activity	molecular_function
OR5M3	GO:0004930	G protein-coupled receptor activity	molecular_function
OR5M8	GO:0004930	G protein-coupled receptor activity	molecular_function
OR5M9	GO:0004930	G protein-coupled receptor activity	molecular_function
OR5P2	GO:0004930	G protein-coupled receptor activity	molecular_function
OR5P3	GO:0004930	G protein-coupled receptor activity	molecular_function
OR5R1	GO:0004930	G protein-coupled receptor activity	molecular_function
OR5T1	GO:0004930	G protein-coupled receptor activity	molecular_function
OR5T2	GO:0004930	G protein-coupled receptor activity	molecular_function
OR5T3	GO:0004930	G protein-coupled receptor activity	molecular_function
OR5V1	GO:0004930	G protein-coupled receptor activity	molecular_function
OR5W2	GO:0004930	G protein-coupled receptor activity	molecular_function
OR6A2	GO:0004930	G protein-coupled receptor activity	molecular_function
OR6B1	GO:0004930	G protein-coupled receptor activity	molecular_function
OR6B2	GO:0004930	G protein-coupled receptor activity	molecular_function
OR6B3	GO:0004930	G protein-coupled receptor activity	molecular_function
OR6C1	GO:0004930	G protein-coupled receptor activity	molecular_function
OR6C2	GO:0004930	G protein-coupled receptor activity	molecular_function
OR6C3	GO:0004930	G protein-coupled receptor activity	molecular_function
OR6C4	GO:0004930	G protein-coupled receptor activity	molecular_function
OR6C65	GO:0004930	G protein-coupled receptor activity	molecular_function
OR6C68	GO:0004930	G protein-coupled receptor activity	molecular_function
OR6C6	GO:0004930	G protein-coupled receptor activity	molecular_function
OR6C70	GO:0004930	G protein-coupled receptor activity	molecular_function
OR6C74	GO:0004930	G protein-coupled receptor activity	molecular_function
OR6C75	GO:0004930	G protein-coupled receptor activity	molecular_function
OR6C76	GO:0004930	G protein-coupled receptor activity	molecular_function
OR6F1	GO:0004930	G protein-coupled receptor activity	molecular_function
OR6J1	GO:0004930	G protein-coupled receptor activity	molecular_function
OR6K2	GO:0004930	G protein-coupled receptor activity	molecular_function
OR6K3	GO:0004930	G protein-coupled receptor activity	molecular_function
OR6K6	GO:0004930	G protein-coupled receptor activity	molecular_function
OR6M1	GO:0004930	G protein-coupled receptor activity	molecular_function
OR6N1	GO:0004930	G protein-coupled receptor activity	molecular_function
OR6N2	GO:0004930	G protein-coupled receptor activity	molecular_function
OR6P1	GO:0004930	G protein-coupled receptor activity	molecular_function
OR6Q1	GO:0004930	G protein-coupled receptor activity	molecular_function
OR6S1	GO:0004930	G protein-coupled receptor activity	molecular_function
OR6T1	GO:0004930	G protein-coupled receptor activity	molecular_function
OR6V1	GO:0004930	G protein-coupled receptor activity	molecular_function
OR6X1	GO:0004930	G protein-coupled receptor activity	molecular_function
OR6Y1	GO:0004930	G protein-coupled receptor activity	molecular_function
OR7A10	GO:0004930	G protein-coupled receptor activity	molecular_function
OR7A17	GO:0004930	G protein-coupled receptor activity	molecular_function
OR7A5	GO:0004930	G protein-coupled receptor activity	molecular_function
OR7C1	GO:0004930	G protein-coupled receptor activity	molecular_function
OR7C2	GO:0004930	G protein-coupled receptor activity	molecular_function
OR7D2	GO:0004930	G protein-coupled receptor activity	molecular_function
OR7D4	GO:0004930	G protein-coupled receptor activity	molecular_function
OR7E24	GO:0004930	G protein-coupled receptor activity	molecular_function
OR7G1	GO:0004930	G protein-coupled receptor activity	molecular_function
OR7G2	GO:0004930	G protein-coupled receptor activity	molecular_function
OR7G3	GO:0004930	G protein-coupled receptor activity	molecular_function
OR8A1	GO:0004930	G protein-coupled receptor activity	molecular_function
OR8B12	GO:0004930	G protein-coupled receptor activity	molecular_function
OR8B2	GO:0004930	G protein-coupled receptor activity	molecular_function
OR8B3	GO:0004930	G protein-coupled receptor activity	molecular_function
OR8B4	GO:0004930	G protein-coupled receptor activity	molecular_function
OR8B8	GO:0004930	G protein-coupled receptor activity	molecular_function
OR8D1	GO:0004930	G protein-coupled receptor activity	molecular_function
OR8D2	GO:0004930	G protein-coupled receptor activity	molecular_function
OR8D4	GO:0004930	G protein-coupled receptor activity	molecular_function
OR8G1	GO:0004930	G protein-coupled receptor activity	molecular_function
OR8G2P	GO:0004930	G protein-coupled receptor activity	molecular_function
OR8G3P	GO:0004930	G protein-coupled receptor activity	molecular_function
OR8G5	GO:0004930	G protein-coupled receptor activity	molecular_function
OR8H1	GO:0004930	G protein-coupled receptor activity	molecular_function
OR8H2	GO:0004930	G protein-coupled receptor activity	molecular_function
OR8H3	GO:0004930	G protein-coupled receptor activity	molecular_function
OR8I2	GO:0004930	G protein-coupled receptor activity	molecular_function
OR8J1	GO:0004930	G protein-coupled receptor activity	molecular_function
OR8J2	GO:0004930	G protein-coupled receptor activity	molecular_function
OR8J3	GO:0004930	G protein-coupled receptor activity	molecular_function
OR8K1	GO:0004930	G protein-coupled receptor activity	molecular_function
OR8K3	GO:0004930	G protein-coupled receptor activity	molecular_function
OR8K5	GO:0004930	G protein-coupled receptor activity	molecular_function
OR8S1	GO:0004930	G protein-coupled receptor activity	molecular_function
OR8U1	GO:0004930	G protein-coupled receptor activity	molecular_function
OR9A1P	GO:0004930	G protein-coupled receptor activity	molecular_function
OR9A2	GO:0004930	G protein-coupled receptor activity	molecular_function
OR9A4	GO:0004930	G protein-coupled receptor activity	molecular_function
OR9G1	GO:0004930	G protein-coupled receptor activity	molecular_function
OR9G4	GO:0004930	G protein-coupled receptor activity	molecular_function
OR9I1	GO:0004930	G protein-coupled receptor activity	molecular_function
OR9K2	GO:0004930	G protein-coupled receptor activity	molecular_function
OR9Q1	GO:0004930	G protein-coupled receptor activity	molecular_function
OR9Q2	GO:0004930	G protein-coupled receptor activity	molecular_function
OXER1	GO:0004930	G protein-coupled receptor activity	molecular_function
OXGR1	GO:0004930	G protein-coupled receptor activity	molecular_function
OXTR	GO:0004930	G protein-coupled receptor activity	molecular_function
P2RY10	GO:0004930	G protein-coupled receptor activity	molecular_function
P2RY11	GO:0004930	G protein-coupled receptor activity	molecular_function
P2RY12	GO:0004930	G protein-coupled receptor activity	molecular_function
P2RY13	GO:0004930	G protein-coupled receptor activity	molecular_function
P2RY14	GO:0004930	G protein-coupled receptor activity	molecular_function
P2RY1	GO:0004930	G protein-coupled receptor activity	molecular_function
P2RY2	GO:0004930	G protein-coupled receptor activity	molecular_function
P2RY4	GO:0004930	G protein-coupled receptor activity	molecular_function
P2RY6	GO:0004930	G protein-coupled receptor activity	molecular_function
P2RY8	GO:0004930	G protein-coupled receptor activity	molecular_function
PPAN-P2RY11	GO:0004930	G protein-coupled receptor activity	molecular_function
PRLHR	GO:0004930	G protein-coupled receptor activity	molecular_function
PROKR1	GO:0004930	G protein-coupled receptor activity	molecular_function
PROKR2	GO:0004930	G protein-coupled receptor activity	molecular_function
PTAFR	GO:0004930	G protein-coupled receptor activity	molecular_function
PTGDR2	GO:0004930	G protein-coupled receptor activity	molecular_function
PTGDR	GO:0004930	G protein-coupled receptor activity	molecular_function
PTGER1	GO:0004930	G protein-coupled receptor activity	molecular_function
PTGER2	GO:0004930	G protein-coupled receptor activity	molecular_function
PTGER4	GO:0004930	G protein-coupled receptor activity	molecular_function
PTGFR	GO:0004930	G protein-coupled receptor activity	molecular_function
PTGIR	GO:0004930	G protein-coupled receptor activity	molecular_function
PTH1R	GO:0004930	G protein-coupled receptor activity	molecular_function
PTH2R	GO:0004930	G protein-coupled receptor activity	molecular_function
QRFPR	GO:0004930	G protein-coupled receptor activity	molecular_function
RABGAP1	GO:0004930	G protein-coupled receptor activity	molecular_function
RGR	GO:0004930	G protein-coupled receptor activity	molecular_function
RHO	GO:0004930	G protein-coupled receptor activity	molecular_function
RRH	GO:0004930	G protein-coupled receptor activity	molecular_function
RXFP1	GO:0004930	G protein-coupled receptor activity	molecular_function
RXFP2	GO:0004930	G protein-coupled receptor activity	molecular_function
RXFP3	GO:0004930	G protein-coupled receptor activity	molecular_function
RXFP4	GO:0004930	G protein-coupled receptor activity	molecular_function
S1PR1	GO:0004930	G protein-coupled receptor activity	molecular_function
S1PR2	GO:0004930	G protein-coupled receptor activity	molecular_function
S1PR3	GO:0004930	G protein-coupled receptor activity	molecular_function
S1PR4	GO:0004930	G protein-coupled receptor activity	molecular_function
S1PR5	GO:0004930	G protein-coupled receptor activity	molecular_function
SCTR	GO:0004930	G protein-coupled receptor activity	molecular_function
SENP7	GO:0004930	G protein-coupled receptor activity	molecular_function
SFRP1	GO:0004930	G protein-coupled receptor activity	molecular_function
SFRP2	GO:0004930	G protein-coupled receptor activity	molecular_function
SFRP4	GO:0004930	G protein-coupled receptor activity	molecular_function
SFRP5	GO:0004930	G protein-coupled receptor activity	molecular_function
SMO	GO:0004930	G protein-coupled receptor activity	molecular_function
SSTR1	GO:0004930	G protein-coupled receptor activity	molecular_function
SSTR2	GO:0004930	G protein-coupled receptor activity	molecular_function
SSTR3	GO:0004930	G protein-coupled receptor activity	molecular_function
SSTR4	GO:0004930	G protein-coupled receptor activity	molecular_function
SSTR5	GO:0004930	G protein-coupled receptor activity	molecular_function
SUCNR1	GO:0004930	G protein-coupled receptor activity	molecular_function
TAAR1	GO:0004930	G protein-coupled receptor activity	molecular_function
TAAR2	GO:0004930	G protein-coupled receptor activity	molecular_function
TAAR3	GO:0004930	G protein-coupled receptor activity	molecular_function
TAAR5	GO:0004930	G protein-coupled receptor activity	molecular_function
TAAR6	GO:0004930	G protein-coupled receptor activity	molecular_function
TAAR8	GO:0004930	G protein-coupled receptor activity	molecular_function
TAAR9	GO:0004930	G protein-coupled receptor activity	molecular_function
TACR1	GO:0004930	G protein-coupled receptor activity	molecular_function
TACR2	GO:0004930	G protein-coupled receptor activity	molecular_function
TACR3	GO:0004930	G protein-coupled receptor activity	molecular_function
TAS1R1	GO:0004930	G protein-coupled receptor activity	molecular_function
TAS1R2	GO:0004930	G protein-coupled receptor activity	molecular_function
TAS1R3	GO:0004930	G protein-coupled receptor activity	molecular_function
TAS2R10	GO:0004930	G protein-coupled receptor activity	molecular_function
TAS2R13	GO:0004930	G protein-coupled receptor activity	molecular_function
TAS2R14	GO:0004930	G protein-coupled receptor activity	molecular_function
TAS2R16	GO:0004930	G protein-coupled receptor activity	molecular_function
TAS2R19	GO:0004930	G protein-coupled receptor activity	molecular_function
TAS2R1	GO:0004930	G protein-coupled receptor activity	molecular_function
TAS2R20	GO:0004930	G protein-coupled receptor activity	molecular_function
TAS2R30	GO:0004930	G protein-coupled receptor activity	molecular_function
TAS2R31	GO:0004930	G protein-coupled receptor activity	molecular_function
TAS2R38	GO:0004930	G protein-coupled receptor activity	molecular_function
TAS2R39	GO:0004930	G protein-coupled receptor activity	molecular_function
TAS2R3	GO:0004930	G protein-coupled receptor activity	molecular_function
TAS2R40	GO:0004930	G protein-coupled receptor activity	molecular_function
TAS2R41	GO:0004930	G protein-coupled receptor activity	molecular_function
TAS2R42	GO:0004930	G protein-coupled receptor activity	molecular_function
TAS2R43	GO:0004930	G protein-coupled receptor activity	molecular_function
TAS2R46	GO:0004930	G protein-coupled receptor activity	molecular_function
TAS2R4	GO:0004930	G protein-coupled receptor activity	molecular_function
TAS2R50	GO:0004930	G protein-coupled receptor activity	molecular_function
TAS2R5	GO:0004930	G protein-coupled receptor activity	molecular_function
TAS2R60	GO:0004930	G protein-coupled receptor activity	molecular_function
TAS2R7	GO:0004930	G protein-coupled receptor activity	molecular_function
TAS2R8	GO:0004930	G protein-coupled receptor activity	molecular_function
TAS2R9	GO:0004930	G protein-coupled receptor activity	molecular_function
TBXA2R	GO:0004930	G protein-coupled receptor activity	molecular_function
TM2D1	GO:0004930	G protein-coupled receptor activity	molecular_function
TPRA1	GO:0004930	G protein-coupled receptor activity	molecular_function
TRHR	GO:0004930	G protein-coupled receptor activity	molecular_function
TSHR	GO:0004930	G protein-coupled receptor activity	molecular_function
TSKU	GO:0004930	G protein-coupled receptor activity	molecular_function
UTS2R	GO:0004930	G protein-coupled receptor activity	molecular_function
VIPR1	GO:0004930	G protein-coupled receptor activity	molecular_function
VIPR2	GO:0004930	G protein-coupled receptor activity	molecular_function
VN1R17P	GO:0004930	G protein-coupled receptor activity	molecular_function
VN1R1	GO:0004930	G protein-coupled receptor activity	molecular_function
VN1R2	GO:0004930	G protein-coupled receptor activity	molecular_function
VN1R3	GO:0004930	G protein-coupled receptor activity	molecular_function
VN1R4	GO:0004930	G protein-coupled receptor activity	molecular_function
VN1R5	GO:0004930	G protein-coupled receptor activity	molecular_function
XCR1	GO:0004930	G protein-coupled receptor activity	molecular_function
XPR1	GO:0004930	G protein-coupled receptor activity	molecular_function
HTR1A	GO:0004993	G protein-coupled serotonin receptor activity	molecular_function
