Entry	code	Scientific_name	txid	Common_name	Taxonomic_classification
T05220	alc	Acinetobacter lactucae	1785128		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Acinetobacter
T05452	acal	Acinetobacter calcoaceticus	471		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Acinetobacter
T01263	acd	Acinetobacter oleivorans	1148157		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Acinetobacter
T00185	aci	Acinetobacter sp. ADP1	62977		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Acinetobacter
T04075	att	Acinetobacter sp. TTH0-4	1646498		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Acinetobacter
T04103	aei	Acinetobacter equi	1324350		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Acinetobacter
T04178	ajo	Acinetobacter johnsonii	40214		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Acinetobacter
T04353	acw	Acinetobacter sp. DUT-2	1809055		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Acinetobacter
T04425	acv	Acinetobacter sp. TGL-Y2	1407071		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Acinetobacter
T04618	ahl	Acinetobacter haemolyticus	29430		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Acinetobacter
T04674	ajn	Acinetobacter junii	40215		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Acinetobacter
T04684	asol	Acinetobacter soli	487316		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Acinetobacter
T04708	ala	Acinetobacter larvae	1789224		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Acinetobacter
T04787	asj	Acinetobacter schindleri	108981		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Acinetobacter
T05342	aid	Acinetobacter indicus	756892		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Acinetobacter
T05474	adv	Acinetobacter defluvii	1871111		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Acinetobacter
T01224	mct	Moraxella catarrhalis BBH18			Prokaryotes; Bacteria; Gammaproteobacteria - Others; Moraxella
T03217	mcs	Moraxella catarrhalis 25240			Prokaryotes; Bacteria; Gammaproteobacteria - Others; Moraxella
T03381	mcat	Moraxella catarrhalis 25239			Prokaryotes; Bacteria; Gammaproteobacteria - Others; Moraxella
T04329	moi	Moraxella ovis	29433		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Moraxella
T04294	mos	Moraxella osloensis	34062		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Moraxella
T04324	mbl	Moraxella bovoculi	386891		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Moraxella
T05535	mboi	Moraxella bovis	476		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Moraxella
T00099	son	Shewanella oneidensis	70863		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Shewanella
T00344	sdn	Shewanella denitrificans	192073		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Shewanella
T00395	sfr	Shewanella frigidimarina	56812		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Shewanella
T00445	saz	Shewanella amazonensis	60478		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Shewanella
T00478	sbl	Shewanella baltica OS155			Prokaryotes; Bacteria; Gammaproteobacteria - Others; Shewanella
T00571	sbm	Shewanella baltica OS185			Prokaryotes; Bacteria; Gammaproteobacteria - Others; Shewanella
T00622	sbn	Shewanella baltica OS195			Prokaryotes; Bacteria; Gammaproteobacteria - Others; Shewanella
T00803	sbp	Shewanella baltica OS223			Prokaryotes; Bacteria; Gammaproteobacteria - Others; Shewanella
T01725	sbt	Shewanella baltica OS678			Prokaryotes; Bacteria; Gammaproteobacteria - Others; Shewanella
T02013	sbs	Shewanella baltica OS117			Prokaryotes; Bacteria; Gammaproteobacteria - Others; Shewanella
T02014	sbb	Shewanella baltica BA175			Prokaryotes; Bacteria; Gammaproteobacteria - Others; Shewanella
T00489	slo	Shewanella loihica	359303		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Shewanella
T00513	spc	Shewanella putrefaciens CN-32			Prokaryotes; Bacteria; Gammaproteobacteria - Others; Shewanella
T02015	shp	Shewanella putrefaciens 200			Prokaryotes; Bacteria; Gammaproteobacteria - Others; Shewanella
T00596	sse	Shewanella sediminis	271097		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Shewanella
T00606	spl	Shewanella pealeana	70864		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Shewanella
T00388	she	Shewanella sp. MR-4	60480		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Shewanella
T00389	shm	Shewanella sp. MR-7	60481		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Shewanella
T00428	shn	Shewanella sp. ANA-3	94122		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Shewanella
T00453	shw	Shewanella sp. W3-18-1	351745		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Shewanella
T00654	shl	Shewanella halifaxensis	271098		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Shewanella
T00676	swd	Shewanella woodyi	60961		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Shewanella
T00791	swp	Shewanella piezotolerans	404011		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Shewanella
T01206	svo	Shewanella violacea	60217		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Shewanella
T04944	shf	Shewanella sp. FDAARGOS_354			Prokaryotes; Bacteria; Gammaproteobacteria - Others; Shewanella
T04959	sja	Shewanella japonica	93973		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Shewanella
T05063	spsw	Shewanella psychrophila	225848		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Shewanella
T05197	sbj	Shewanella bicestrii	2018305		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Shewanella
T05400	smav	Shewanella marisflavi	260364		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Shewanella
T05404	shew	Shewanella sp. WE21	2029986		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Shewanella
T00218	ilo	Idiomarina loihiensis L2TR			Prokaryotes; Bacteria; Gammaproteobacteria - Others; Idiomarina
T02681	ili	Idiomarina loihiensis GSL 199			Prokaryotes; Bacteria; Gammaproteobacteria - Others; Idiomarina
T04931	ipi	Idiomarina piscisalsi	1096243		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Idiomarina
T05226	idi	Idiomarina sp. X4	2055892		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Idiomarina
T05379	idt	Idiomarina sp. OT37-5b	2100422		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Idiomarina
T00258	cps	Colwellia psychrerythraea	28229		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Colwellia
T04159	com	Colwellia sp. MT41	58049		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Colwellia
T04511	coz	Colwellia sp. PAMC 20917	1816218		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Colwellia
T04816	colw	Colwellia sp. PAMC 21821	1816219		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Colwellia
T05422	cola	Colwellia sp. Arc7-D	2161872		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Colwellia
T00282	pha	Pseudoalteromonas haloplanktis	228		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Pseudoalteromonas
T00372	pat	Pseudoalteromonas atlantica	288		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Pseudoalteromonas
T01374	psm	Pseudoalteromonas sp. SM9913	234831		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Pseudoalteromonas
T03513	pseo	Pseudoalteromonas piratica OCN003			Prokaryotes; Bacteria; Gammaproteobacteria - Others; Pseudoalteromonas
T04164	pia	Pseudoalteromonas issachenkonii	152297		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Pseudoalteromonas
T04165	pphe	Pseudoalteromonas phenolica	161398		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Pseudoalteromonas
T04175	pbw	Pseudoalteromonas sp. Bsw20308	283699		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Pseudoalteromonas
T04179	prr	Pseudoalteromonas rubra	43658		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Pseudoalteromonas
T04220	ptn	Pseudoalteromonas translucida	166935		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Pseudoalteromonas
T04577	plz	Pseudoalteromonas luteoviolacea	43657		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Pseudoalteromonas
T04815	paln	Pseudoalteromonas aliena	247523		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Pseudoalteromonas
T04942	ppis	Pseudoalteromonas piscicida	43662		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Pseudoalteromonas
T04989	pea	Pseudoalteromonas espejiana	28107		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Pseudoalteromonas
T05098	pspo	Pseudoalteromonas spongiae	298657		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Pseudoalteromonas
T05179	part	Pseudoalteromonas arctica	394751		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Pseudoalteromonas
T05187	ptu	Pseudoalteromonas tunicata	314281		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Pseudoalteromonas
T05271	png	Pseudoalteromonas nigrifaciens	28109		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Pseudoalteromonas
T05282	ptd	Pseudoalteromonas tetraodonis	43659		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Pseudoalteromonas
T05464	psen	Pseudoalteromonas sp. NC201	1514074		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Pseudoalteromonas
T00454	maq	Marinobacter hydrocarbonoclasticus VT8			Prokaryotes; Bacteria; Gammaproteobacteria - Others; Marinobacter
T02083	mhc	Marinobacter hydrocarbonoclasticus ATCC 49840			Prokaryotes; Bacteria; Gammaproteobacteria - Others; Marinobacter
T01922	mad	Marinobacter adhaerens	1033846		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Marinobacter
T02323	mbs	Marinobacter sp. BSs20148	490759		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Marinobacter
T03593	msr	Marinobacter salarius	1420917		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Marinobacter
T03594	msx	Marinobacter similis	1420916		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Marinobacter
T03980	mpq	Marinobacter psychrophilus	330734		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Marinobacter
T04052	mari	Marinobacter sp. CP1	1671721		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Marinobacter
T04470	mlq	Marinobacter sp. LQ44	1749259		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Marinobacter
T04766	msq	Marinobacter salinus	1874317		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Marinobacter
T00747	amc	Alteromonas mediterranea DE			Prokaryotes; Bacteria; Gammaproteobacteria - Others; Alteromonas
T02719	amh	Alteromonas mediterranea 615			Prokaryotes; Bacteria; Gammaproteobacteria - Others; Alteromonas
T02340	amaa	Alteromonas mediterranea DE1			Prokaryotes; Bacteria; Gammaproteobacteria - Others; Alteromonas
T02720	amal	Alteromonas mediterranea U4			Prokaryotes; Bacteria; Gammaproteobacteria - Others; Alteromonas
T02721	amae	Alteromonas mediterranea U7			Prokaryotes; Bacteria; Gammaproteobacteria - Others; Alteromonas
T02722	amao	Alteromonas mediterranea U8			Prokaryotes; Bacteria; Gammaproteobacteria - Others; Alteromonas
T02723	amad	Alteromonas mediterranea UM4b			Prokaryotes; Bacteria; Gammaproteobacteria - Others; Alteromonas
T02724	amai	Alteromonas mediterranea UM7			Prokaryotes; Bacteria; Gammaproteobacteria - Others; Alteromonas
T02958	amag	Alteromonas mediterranea MED64			Prokaryotes; Bacteria; Gammaproteobacteria - Others; Alteromonas
T02246	amac	Alteromonas macleodii ATCC 27126			Prokaryotes; Bacteria; Gammaproteobacteria - Others; Alteromonas
T02253	amb	Alteromonas macleodii Balearic Sea AD45			Prokaryotes; Bacteria; Gammaproteobacteria - Others; Alteromonas
T02254	amg	Alteromonas macleodii English Channel 673			Prokaryotes; Bacteria; Gammaproteobacteria - Others; Alteromonas
T02260	amk	Alteromonas macleodii Black Sea 11			Prokaryotes; Bacteria; Gammaproteobacteria - Others; Alteromonas
T01513	alt	Alteromonas naphthalenivorans			Prokaryotes; Bacteria; Gammaproteobacteria - Others; Alteromonas
T03220	aal	Alteromonas australica H 17			Prokaryotes; Bacteria; Gammaproteobacteria - Others; Alteromonas
T03858	aaus	Alteromonas australica DE170			Prokaryotes; Bacteria; Gammaproteobacteria - Others; Alteromonas
T04153	asp	Alteromonas stellipolaris LMG 21856			Prokaryotes; Bacteria; Gammaproteobacteria - Others; Alteromonas
T04545	asq	Alteromonas stellipolaris LMG 21861			Prokaryotes; Bacteria; Gammaproteobacteria - Others; Alteromonas
T04403	aaw	Alteromonas addita	287094		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Alteromonas
T01483	gag	Glaciecola sp. 4H-3-7+YE-5	983545		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Glaciecola
T01632	gni	Glaciecola nitratireducens	300231		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Glaciecola
T02535	gps	Paraglaciecola psychrophila	326544		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Paraglaciecola
T04189	lal	Lacimicrobium alkaliphilum	1526571		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Lacimicrobium
T05408	cate	Catenovulum sp. CCB-QB4	2172099		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Catenovulum
T05447	salh	Salinimonas sp. HMF8227	2183582		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Salinimonas
T00450	pin	Psychromonas ingrahamii	357794		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Psychromonas
T02515	psy	Psychromonas sp. CNPT3	314282		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Psychromonas
T01318	fbl	Ferrimonas balearica	44012		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Ferrimonas
T03770	mvs	Moritella viscosa	80854		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Moritella
T05564	mya	Moritella yayanosii	69539		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Moritella
T00721	cja	Cellvibrio japonicus	155077		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Cellvibrio
T04725	ceb	Cellvibrio sp. PSBB023	1945512		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Cellvibrio
T04891	cell	Cellvibrio sp. PSBB006	1987723		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Cellvibrio
T00335	sde	Saccharophagus degradans	86304		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Saccharophagus
T00952	ttu	Teredinibacter turnerae	2426		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Teredinibacter
T02281	saga	Simiduia agarivorans	447471		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Simiduia
T03945	spoi	Spongiibacter sp. IMCC21906	1620392		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Spongiibacter
T04315	zal	Zhongshania aliphaticivorans	1470434		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Zhongshania
T04832	osg	Oceanicoccus sagamiensis	716816		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Oceanicoccus
T04393	mthd	Microbulbifer thermotolerans	252514		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Microbulbifer
T04560	micc	Microbulbifer aggregans			Prokaryotes; Bacteria; Gammaproteobacteria - Others; Microbulbifer
T04709	maga	Microbulbifer agarilyticus	260552		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Microbulbifer
T05421	mii	Microbulbifer sp. A4B17	359370		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Microbulbifer
T04687	hja	Halioglobus japonicus	930805		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Halioglobus
T00124	cbu	Coxiella burnetii RSA 493			Prokaryotes; Bacteria; Gammaproteobacteria - Others; Coxiella
T00632	cbs	Coxiella burnetii RSA 331			Prokaryotes; Bacteria; Gammaproteobacteria - Others; Coxiella
T00583	cbd	Coxiella burnetii Dugway 5J108-111			Prokaryotes; Bacteria; Gammaproteobacteria - Others; Coxiella
T00787	cbg	Coxiella burnetii CbuG_Q212			Prokaryotes; Bacteria; Gammaproteobacteria - Others; Coxiella
T00788	cbc	Coxiella burnetii CbuK_Q154			Prokaryotes; Bacteria; Gammaproteobacteria - Others; Coxiella
T03533	cea	Coxiella endosymbiont of Amblyomma americanum	325775		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Coxiella
T03998	cey	Coxiella-like endosymbiont	1592897		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Unclassified Coxiellaceae
T00199	lpn	Legionella pneumophila subsp. pneumophila Philadelphia 1		serogroup 1	Prokaryotes; Bacteria; Gammaproteobacteria - Others; Legionella
T02174	lph	Legionella pneumophila subsp. pneumophila HL06041035		serogroup 1	Prokaryotes; Bacteria; Gammaproteobacteria - Others; Legionella
T02175	lpo	Legionella pneumophila subsp. pneumophila Lorraine		serogroup 1	Prokaryotes; Bacteria; Gammaproteobacteria - Others; Legionella
T02511	lpu	Legionella pneumophila subsp. pneumophila LPE509			Prokaryotes; Bacteria; Gammaproteobacteria - Others; Legionella
T02689	lpm	Legionella pneumophila subsp. pneumophila Thunder Bay			Prokaryotes; Bacteria; Gammaproteobacteria - Others; Legionella
T00208	lpf	Legionella pneumophila Lens		serogroup 1	Prokaryotes; Bacteria; Gammaproteobacteria - Others; Legionella
T00209	lpp	Legionella pneumophila Paris		serogroup 1	Prokaryotes; Bacteria; Gammaproteobacteria - Others; Legionella
T00532	lpc	Legionella pneumophila Corby			Prokaryotes; Bacteria; Gammaproteobacteria - Others; Legionella
T01232	lpa	Legionella pneumophila 2300/99 Alcoy		serogroup 1	Prokaryotes; Bacteria; Gammaproteobacteria - Others; Legionella
T01726	lpe	Legionella pneumophila subsp. pneumophila ATCC 43290		serogroup 12	Prokaryotes; Bacteria; Gammaproteobacteria - Others; Legionella
T01183	llo	Legionella longbeachae	450		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Legionella
T03771	lfa	Legionella fallonii	96230		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Legionella
T03809	lha	Legionella hackeliae	449		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Legionella
T03928	lok	Legionella oakridgensis	29423		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Legionella
T05016	lcd	Legionella clemsonensis	1867846		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Legionella
T05191	les	Legionella endosymbiont of Polyplax serrata	2005262		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Legionella
T05293	lsh	Legionella sainthelensi	28087		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Legionella
T05543	llg	Legionella lansingensis	45067		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Legionella
T03810	tmc	Tatlockia micdadei	451		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Tatlockia
T00205	mca	Methylococcus capsulatus	414		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Methylococcus
T01511	mmt	Methylomonas methanica	421		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Methylomonas
T04191	mdn	Methylomonas denitrificans	1538553		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Methylomonas
T04396	mdh	Methylomonas sp. DH-1	1727196		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Methylomonas
T05118	mko	Methylomonas koyamae	702114		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Methylomonas
T01649	mah	Methylomicrobium alcaliphilum	271065		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Methylomicrobium
T04929	mpsy	Methylovulum psychrotolerans	1704499		Prokaryotes; Bacteria; Gammaproteobacteria - Others; Methylovulum
T00214	ftu	Francisella tularensis subsp. tularensis SCHU S4			Prokaryotes; Bacteria; Gammaproteobacteria - Others; Francisella
T03888	ftq	Francisella tularensis subsp. tularensis SCHU S4 NR-28534			Prokaryotes; Bacteria; Gammaproteobacteria - Others; Francisella
T00381	ftf	Francisella tularensis subsp. tularensis FSC198			Prokaryotes; Bacteria; Gammaproteobacteria - Others; Francisella
T00495	ftw	Francisella tularensis subsp. tularensis WY96-3418			Prokaryotes; Bacteria; Gammaproteobacteria - Others; Francisella
T01938	ftr	Francisella tularensis subsp. tularensis NE061598			Prokaryotes; Bacteria; Gammaproteobacteria - Others; Francisella
T01761	ftt	Francisella tularensis subsp. tularensis TI0902			Prokaryotes; Bacteria; Gammaproteobacteria - Others; Francisella
T01762	ftg	Francisella tularensis subsp. tularensis TIGB03			Prokaryotes; Bacteria; Gammaproteobacteria - Others; Francisella
T00331	ftl	Francisella tularensis subsp. holarctica LVS			Prokaryotes; Bacteria; Gammaproteobacteria - Others; Francisella
T00399	fth	Francisella tularensis subsp. holarctica OSU18			Prokaryotes; Bacteria; Gammaproteobacteria - Others; Francisella
T00584	fta	Francisella tularensis subsp. holarctica FTNF002-00			Prokaryotes; Bacteria; Gammaproteobacteria - Others; Francisella
T02349	fts	Francisella tularensis subsp. holarctica F92			Prokaryotes; Bacteria; Gammaproteobacteria - Others; Francisella
T02350	fti	Francisella tularensis subsp. holarctica FSC200			Prokaryotes; Bacteria; Gammaproteobacteria - Others; Francisella
T03033	fto	Francisella tularensis subsp. holarctica PHIT-FT049			Prokaryotes; Bacteria; Gammaproteobacteria - Others; Francisella
